
  ----- YM PROFILES ------------------------------------------

         ym          U         u'          W         w'          P         p'
  9.06354820E-01 -6.73072709E-20  3.36071840E-02  2.77399263E-03  7.55429413E-16  1.46765003E-03
  9.08537638E-01 -7.73686670E-20  3.28897097E-02  2.72902785E-03 -6.10871563E-16  1.52295217E-03
  9.10690735E-01 -5.65519853E-20  3.21695254E-02  2.68216656E-03 -1.01439687E-16  1.58001242E-03
  9.12814515E-01 -9.08995101E-20  3.14470806E-02  2.63341171E-03 -7.61814842E-17  1.63882953E-03
  9.14909377E-01 -1.00613962E-19  3.07228242E-02  2.58277297E-03  8.28165766E-16  1.69939556E-03
  9.16975715E-01 -9.50628465E-20  2.99972030E-02  2.53026714E-03 -6.86215769E-16  1.76169534E-03
  9.19013918E-01 -8.18789481E-20  2.92706620E-02  2.47591869E-03  3.87320542E-16  1.82570607E-03
  9.21024369E-01 -6.83481050E-20  2.85436435E-02  2.41976021E-03 -2.90954057E-16  1.89139673E-03
  9.23007446E-01 -9.47159018E-20  2.78165869E-02  2.36183290E-03  6.20097908E-16  1.95872774E-03
  9.24963520E-01 -1.09287579E-19  2.70899283E-02  2.30218699E-03 -2.44431172E-16  2.02765039E-03
  9.26892961E-01 -1.09981468E-19  2.63641003E-02  2.24088220E-03 -2.30834642E-16  2.09810648E-03
  9.28796130E-01 -1.03389519E-19  2.56395317E-02  2.17798818E-03 -3.84157060E-16  2.17002788E-03
  9.30673385E-01 -9.88792381E-20  2.49166471E-02  2.11358484E-03  6.31239473E-16  2.24333613E-03
  9.32525080E-01 -1.12757026E-19  2.41958664E-02  2.04776279E-03 -7.02107836E-16  2.31794211E-03
  9.34351562E-01 -8.11850587E-20  2.34776050E-02  1.98062354E-03  4.42419346E-16  2.39374571E-03
  9.36153174E-01 -9.50628465E-20  2.27622730E-02  1.91227980E-03 -1.46400899E-16  2.47063566E-03
  9.37930256E-01 -6.76542156E-20  2.20502754E-02  1.84285555E-03 -1.94306168E-16  2.54848939E-03
  9.39683140E-01 -8.48279780E-20  2.13420116E-02  1.77248608E-03 -3.06313028E-16  2.62717299E-03
  9.41412157E-01 -7.99707522E-20  2.06378753E-02  1.70131787E-03  1.17524132E-15  2.70654137E-03
  9.43117632E-01 -1.05471187E-19  1.99382549E-02  1.62950831E-03 -7.35492400E-16  2.78643853E-03
  9.44799885E-01 -1.01481323E-19  1.92435335E-02  1.55722528E-03 -2.59855059E-16  2.86669794E-03
  9.46459232E-01 -9.52363188E-20  1.85540891E-02  1.48464653E-03  5.26845727E-17  2.94714322E-03
  9.48095985E-01 -8.60422844E-20  1.78702950E-02  1.41195892E-03 -1.22270763E-17  3.02758888E-03
  9.49710452E-01 -9.00321484E-20  1.71925209E-02  1.33935738E-03  4.89453046E-16  3.10784134E-03
  9.51302937E-01 -8.74300632E-20  1.65211334E-02  1.26704375E-03 -4.46618432E-16  3.18770010E-03
  9.52873738E-01 -8.03176969E-20  1.58564966E-02  1.19522543E-03  4.64318258E-16  3.26695912E-03
  9.54423151E-01 -1.01134379E-19  1.51989740E-02  1.12411378E-03 -2.35488862E-16  3.34540839E-03
  9.55951467E-01 -9.19403442E-20  1.45489290E-02  1.05392238E-03  9.66840886E-17  3.42283565E-03
  9.57458973E-01 -9.45424294E-20  1.39067266E-02  9.84865188E-04  2.94467623E-16  3.49902829E-03
  9.58945954E-01 -8.36136715E-20  1.32727347E-02  9.17154462E-04  4.12903019E-18  3.57377539E-03
  9.60412687E-01 -1.03216047E-19  1.26473256E-02  8.50998646E-04 -2.48296942E-17  3.64686981E-03
  9.61859449E-01 -9.32413868E-20  1.20308777E-02  7.86600162E-04  1.15946326E-16  3.71811046E-03
  9.63286512E-01 -9.32413868E-20  1.14237765E-02  7.24153146E-04 -3.68278985E-16  3.78730451E-03
  9.64694144E-01 -8.50881865E-20  1.08264166E-02  6.63841198E-04 -3.03588149E-16  3.85426966E-03
  9.66082609E-01 -9.48026380E-20  1.02392032E-02  6.05835151E-04 -6.61202826E-17  3.91883637E-03
  9.67452169E-01 -9.62337848E-20  9.66255278E-03  5.50290931E-04  5.31311743E-16  3.98084999E-03
  9.68803081E-01 -9.46291656E-20  9.09689536E-03  4.97347525E-04 -2.15496206E-16  4.04017282E-03
  9.70135599E-01 -9.16801357E-20  8.54267504E-03  4.47125130E-04  6.81579242E-16  4.09668591E-03
  9.71449973E-01 -9.39786443E-20  8.00035132E-03  3.99723496E-04 -8.62735705E-16  4.15029076E-03
  9.72746451E-01 -9.04224612E-20  7.47040009E-03  3.55220536E-04 -6.14559076E-17  4.20091068E-03
  9.74025275E-01 -9.38919081E-20  6.95331443E-03  3.13671216E-04 -5.54631847E-17  4.24849193E-03
  9.75286687E-01 -9.29378102E-20  6.44960530E-03  2.75106783E-04 -3.78456666E-16  4.29300447E-03
  9.76530924E-01 -9.18319240E-20  5.95980213E-03  2.39534350E-04  5.63734590E-16  4.33444236E-03
  9.77758219E-01 -9.18536081E-20  5.48445319E-03  2.06936862E-04  1.01799927E-16  4.37282383E-03
  9.78968803E-01 -9.40436964E-20  5.02412587E-03  1.77273469E-04 -2.16672599E-16  4.40819087E-03
  9.80162904E-01 -9.19186602E-20  4.57940681E-03  1.50480305E-04  1.32967437E-16  4.44060849E-03
  9.81340745E-01 -9.40220124E-20  4.15090182E-03  1.26471660E-04  2.07338791E-16  4.47016351E-03
  9.82502549E-01 -8.99454122E-20  3.73923574E-03  1.05141554E-04 -3.25315490E-17  4.49696300E-03
  9.83648534E-01 -9.09537202E-20  3.34505211E-03  8.63656488E-05 -5.28744003E-17  4.52113237E-03
  9.84778915E-01 -9.00755165E-20  2.96901267E-03  7.00034901E-05  2.90442465E-17  4.54281313E-03
  9.85893905E-01 -9.05200394E-20  2.61179679E-03  5.59009971E-05 -1.79022109E-16  4.56216040E-03
  9.86993713E-01 -9.07694059E-20  2.27410063E-03  4.38931553E-05  1.81796645E-16  4.57934021E-03
  9.88078546E-01 -9.01622527E-20  1.95663630E-03  3.38068306E-05 -1.48448128E-16  4.59452670E-03
  9.89148607E-01 -8.99670963E-20  1.66013069E-03  2.54636310E-05 -4.74767382E-17  4.60789924E-03
  9.90204099E-01 -9.03574091E-20  1.38532426E-03  1.86827345E-05  1.06484154E-16  4.61963964E-03
  9.91245219E-01 -8.98044659E-20  1.13296964E-03  1.32836085E-05 -8.02926848E-17  4.62992936E-03
  9.92272163E-01 -8.96797827E-20  9.03829984E-04  9.08854620E-06  2.61120481E-19  4.63894707E-03
  9.93285124E-01 -8.97109535E-20  6.98677293E-04  5.92495839E-06 -1.96876390E-16  4.64686628E-03
  9.94284293E-01 -9.01039768E-20  5.18290458E-04  3.62736831E-06  1.61669697E-16  4.65385338E-03
  9.95269856E-01 -8.96093096E-20  3.63453237E-04  2.03907186E-06  8.58082572E-17  4.66006600E-03
  9.96242001E-01 -8.93802718E-20  2.34952083E-04  1.01344002E-06 -6.72470996E-17  4.66565165E-03
  9.97200908E-01 -8.93795942E-20  1.33573869E-04  4.14854529E-07  3.09193534E-18  4.67074686E-03
  9.98146759E-01 -8.92581297E-20  6.01035646E-05  1.19281620E-07 -2.29201870E-18  4.67547652E-03
  9.99079731E-01 -8.92089171E-20  1.53218949E-05  1.44990297E-08 -1.05929392E-17  4.67995370E-03
  1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.10479225E-17  4.68427972E-03
  1.00092027E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00

  ----- YM+ PROFILES -----------------------------------------

        ym+          U         u'          W         w'          P         p'    log-law
  8.34549219E-02  8.34549219E-02  2.93508307E-02  1.51514536E-05  1.57044157E-02 -2.30926389E-18  7.96835294E-03 -1.20862163E+00
  2.51516780E-01  2.51361572E-01  8.83715491E-02  4.56928594E-05  4.61702198E-02 -6.41756306E-09  7.96482550E-03  1.54938607E+00
  4.21898569E-01  4.21423161E-01  1.48141643E-01  7.66891558E-05  7.59131570E-02 -3.14544898E-08  7.96116657E-03  2.84252412E+00
  5.94632314E-01  5.93657879E-01  2.08687776E-01  1.08151825E-04  1.04946069E-01 -9.29759477E-08  7.95805942E-03  3.70046994E+00
  7.69750480E-01  7.68079649E-01  2.70028250E-01  1.40093873E-04  1.33280644E-01 -2.12944560E-07  7.95557376E-03  4.34577783E+00
  9.47285984E-01  9.44697446E-01  3.32171930E-01  1.72529637E-04  1.60927408E-01 -4.16985872E-07  7.95371847E-03  4.86461439E+00
  1.12727219E+00  1.12351457E+00  3.95117319E-01  2.05474292E-04  1.87896000E-01 -7.33971414E-07  7.95250891E-03  5.29950181E+00
  1.30974294E+00  1.30452792E+00  4.58851678E-01  2.38943099E-04  2.14195456E-01 -1.19560487E-06  7.95196526E-03  5.67457722E+00
  1.49473251E+00  1.48772723E+00  5.23350242E-01  2.72950428E-04  2.39834474E-01 -1.83602358E-06  7.95210905E-03  6.00486817E+00
  1.68227569E+00  1.67309440E+00  5.88575583E-01  3.07508605E-04  2.64821661E-01 -2.69142059E-06  7.95296190E-03  6.30036864E+00
  1.87240772E+00  1.86060273E+00  6.54477176E-01  3.42626637E-04  2.89165756E-01 -3.79968868E-06  7.95454505E-03  6.56806288E+00
  2.06516434E+00  2.05021632E+00  7.20991204E-01  3.78308860E-04  3.12875829E-01 -5.20008764E-06  7.95687910E-03  6.81302451E+00
  2.26058177E+00  2.24188946E+00  7.88040637E-01  4.14553580E-04  3.35961450E-01 -6.93293554E-06  7.95998379E-03  7.03905551E+00
  2.45869676E+00  2.43556618E+00  8.55535594E-01  4.51351760E-04  3.58432834E-01 -9.03932489E-06  7.96387783E-03  7.24907859E+00
  2.65954653E+00  2.63117979E+00  9.23374005E-01  4.88685828E-04  3.80300942E-01 -1.15608636E-05  7.96857874E-03  7.44538908E+00
  2.86316883E+00  2.82865264E+00  9.91442540E-01  5.26528657E-04  4.01577560E-01 -1.45394412E-05  7.97410266E-03  7.62982249E+00
  3.06960195E+00  3.02789596E+00  1.05961779E+00  5.64842800E-04  4.22275339E-01 -1.80170191E-05  7.98046433E-03  7.80386974E+00
  3.27888467E+00  3.22880981E+00  1.12776769E+00  6.03580014E-04  4.42407803E-01 -2.20354450E-05  7.98767688E-03  7.96875832E+00
  3.49105634E+00  3.43128321E+00  1.19575304E+00  6.42681154E-04  4.61989323E-01 -2.66362899E-05  7.99575180E-03  8.12551092E+00
  3.70615684E+00  3.63519441E+00  1.26342927E+00  6.82076446E-04  4.81035071E-01 -3.18607065E-05  8.00469887E-03  8.27498862E+00
  3.92422658E+00  3.84041124E+00  1.33064816E+00  7.21686171E-04  4.99560938E-01 -3.77493078E-05  8.01452604E-03  8.41792321E+00
  4.14530657E+00  4.04679171E+00  1.39725965E+00  7.61421772E-04  5.17583436E-01 -4.43420641E-05  8.02523945E-03  8.55494187E+00
  4.36943836E+00  4.25418460E+00  1.46311363E+00  8.01187352E-04  5.35119578E-01 -5.16782169E-05  8.03684330E-03  8.68658620E+00
  4.59666406E+00  4.46243027E+00  1.52806160E+00  8.40881556E-04  5.52186751E-01 -5.97962069E-05  8.04933987E-03  8.81332709E+00
  4.82702640E+00  4.67136155E+00  1.59195837E+00  8.80399772E-04  5.68802569E-01 -6.87336153E-05  8.06272946E-03  8.93557656E+00
  5.06056867E+00  4.88080467E+00  1.65466347E+00  9.19636608E-04  5.84984726E-01 -7.85271151E-05  8.07701035E-03  9.05369715E+00
  5.29733476E+00  5.09058039E+00  1.71604254E+00  9.58488578E-04  6.00750847E-01 -8.92124312E-05  8.09217879E-03  9.16800954E+00
  5.53736917E+00  5.30050500E+00  1.77596851E+00  9.96856915E-04  6.16118336E-01 -1.00824306E-04  8.10822897E-03  9.27879877E+00
  5.78071703E+00  5.51039157E+00  1.83432258E+00  1.03465044E-03  6.31104230E-01 -1.13396470E-04  8.12515299E-03  9.38631932E+00
  6.02742407E+00  5.72005107E+00  1.89099511E+00  1.07178839E-03  6.45725054E-01 -1.26961611E-04  8.14294085E-03  9.49079934E+00
  6.27753667E+00  5.92929355E+00  1.94588622E+00  1.10820306E-03  6.59996694E-01 -1.41551350E-04  8.16158039E-03  9.59244413E+00
  6.53110182E+00  6.13792936E+00  1.99890632E+00  1.14384229E-03  6.73934266E-01 -1.57196204E-04  8.18105732E-03  9.69143915E+00
  6.78816720E+00  6.34577024E+00  2.04997639E+00  1.17867147E-03  6.87552009E-01 -1.73925554E-04  8.20135515E-03  9.78795245E+00
  7.04878111E+00  6.55263050E+00  2.09902819E+00  1.21267515E-03  7.00863179E-01 -1.91767606E-04  8.22245519E-03  9.88213677E+00
  7.31299255E+00  6.75832802E+00  2.14600424E+00  1.24585813E-03  7.13879964E-01 -2.10749338E-04  8.24433651E-03  9.97413142E+00
  7.58085117E+00  6.96268528E+00  2.19085774E+00  1.27824578E-03  7.26613412E-01 -2.30896451E-04  8.26697594E-03  1.00640637E+01
  7.85240731E+00  7.16553026E+00  2.23355229E+00  1.30988388E-03  7.39073377E-01 -2.52233297E-04  8.29034800E-03  1.01520504E+01
  8.12771203E+00  7.36669732E+00  2.27406162E+00  1.34083764E-03  7.51268479E-01 -2.74782813E-04  8.31442496E-03  1.02381987E+01
  8.40681706E+00  7.56602793E+00  2.31236910E+00  1.37119019E-03  7.63206088E-01 -2.98566432E-04  8.33917675E-03  1.03226073E+01
  8.68977487E+00  7.76337131E+00  2.34846729E+00  1.40104057E-03  7.74892325E-01 -3.23604000E-04  8.36457102E-03  1.04053676E+01
  8.97663864E+00  7.95858503E+00  2.38235736E+00  1.43050131E-03  7.86332089E-01 -3.49913673E-04  8.39057310E-03  1.04865637E+01
  9.26746228E+00  8.15153544E+00  2.41404852E+00  1.45969581E-03  7.97529097E-01 -3.77511816E-04  8.41714606E-03  1.05662740E+01
  9.56230046E+00  8.34209810E+00  2.44355733E+00  1.48875585E-03  8.08485958E-01 -4.06412895E-04  8.44425070E-03  1.06445708E+01
  9.86120859E+00  8.53015798E+00  2.47090713E+00  1.51781924E-03  8.19204256E-01 -4.36629365E-04  8.47184567E-03  1.07215218E+01
  1.01642429E+01  8.71560970E+00  2.49612732E+00  1.54702801E-03  8.29684657E-01 -4.68171562E-04  8.49988749E-03  1.07971899E+01
  1.04714602E+01  8.89835761E+00  2.51925274E+00  1.57652727E-03  8.39927039E-01 -5.01047590E-04  8.52833066E-03  1.08716337E+01
  1.07829184E+01  9.07831580E+00  2.54032305E+00  1.60646485E-03  8.49930619E-01 -5.35263218E-04  8.55712782E-03  1.09449081E+01
  1.10986760E+01  9.25540808E+00  2.55938206E+00  1.63699205E-03  8.59694110E-01 -5.70821774E-04  8.58622983E-03  1.10170646E+01
  1.14187923E+01  9.42956784E+00  2.57647722E+00  1.66826522E-03  8.69215863E-01 -6.07724059E-04  8.61558602E-03  1.10881511E+01
  1.17433275E+01  9.60073786E+00  2.59165899E+00  1.70044848E-03  8.78494026E-01 -6.45968252E-04  8.64514431E-03  1.11582130E+01
  1.20723426E+01  9.76887011E+00  2.60498036E+00  1.73371729E-03  8.87526687E-01 -6.85549841E-04  8.67485147E-03  1.12272928E+01
  1.24058995E+01  9.93392546E+00  2.61649635E+00  1.76826274E-03  8.96312017E-01 -7.26461553E-04  8.70465330E-03  1.12954303E+01
  1.27440607E+01  1.00958734E+01  2.62626358E+00  1.80429631E-03  9.04848391E-01 -7.68693300E-04  8.73449492E-03  1.13626633E+01
  1.30868900E+01  1.02546916E+01  2.63433985E+00  1.84205481E-03  9.13134500E-01 -8.12232131E-04  8.76432095E-03  1.14290274E+01
  1.34344517E+01  1.04103658E+01  2.64078378E+00  1.88180519E-03  9.21169441E-01 -8.57062201E-04  8.79407576E-03  1.14945561E+01
  1.37868111E+01  1.05628891E+01  2.64565448E+00  1.92384875E-03  9.28952787E-01 -9.03164739E-04  8.82370372E-03  1.15592810E+01
  1.41440345E+01  1.07122618E+01  2.64901127E+00  1.96852458E-03  9.36484633E-01 -9.50518032E-04  8.85314937E-03  1.16232324E+01
  1.45061890E+01  1.08584908E+01  2.65091343E+00  2.01621187E-03  9.43765621E-01 -9.99097417E-04  8.88235767E-03  1.16864385E+01
  1.48733428E+01  1.10015896E+01  2.65141999E+00  2.06733083E-03  9.50796941E-01 -1.04887528E-03  8.91127411E-03  1.17489263E+01
  1.52455647E+01  1.11415774E+01  2.65058956E+00  2.12234212E-03  9.57580324E-01 -1.09982104E-03  8.93984494E-03  1.18107216E+01
  1.56229248E+01  1.12784787E+01  2.64848021E+00  2.18174472E-03  9.64118005E-01 -1.15190123E-03  8.96801732E-03  1.18718484E+01
  1.60054940E+01  1.14123233E+01  2.64514936E+00  2.24607217E-03  9.70412688E-01 -1.20507943E-03  8.99573941E-03  1.19323301E+01
  1.63933442E+01  1.15431456E+01  2.64065369E+00  2.31588732E-03  9.76467495E-01 -1.25931638E-03  9.02296060E-03  1.19921885E+01
  1.67865482E+01  1.16709840E+01  2.63504911E+00  2.39177545E-03  9.82285915E-01 -1.31457001E-03  9.04963158E-03  1.20514447E+01
  1.71851801E+01  1.17958809E+01  2.62839074E+00  2.47433617E-03  9.87871748E-01 -1.37079549E-03  9.07570449E-03  1.21101185E+01
  1.75893147E+01  1.19178820E+01  2.62073287E+00  2.56417380E-03  9.93229048E-01 -1.42794533E-03  9.10113303E-03  1.21682290E+01
  1.79990280E+01  1.20370359E+01  2.61212894E+00  2.66188660E-03  9.98362061E-01 -1.48596947E-03  9.12587258E-03  1.22257944E+01
  1.84143970E+01  1.21533939E+01  2.60263158E+00  2.76805462E-03  1.00327516E+00 -1.54481539E-03  9.14988027E-03  1.22828320E+01
  1.88354997E+01  1.22670094E+01  2.59229255E+00  2.88322631E-03  1.00797280E+00 -1.60442820E-03  9.17311504E-03  1.23393584E+01
  1.92624154E+01  1.23779379E+01  2.58116277E+00  3.00790400E-03  1.01245940E+00 -1.66475081E-03  9.19553771E-03  1.23953895E+01
  1.96952242E+01  1.24862362E+01  2.56929221E+00  3.14252831E-03  1.01673934E+00 -1.72572405E-03  9.21711096E-03  1.24509405E+01
  2.01340075E+01  1.25919624E+01  2.55672989E+00  3.28746207E-03  1.02081691E+00 -1.78728679E-03  9.23779933E-03  1.25060258E+01
  2.05788479E+01  1.26951757E+01  2.54352374E+00  3.44297416E-03  1.02469627E+00 -1.84937614E-03  9.25756918E-03  1.25606594E+01
  2.10298287E+01  1.27959356E+01  2.52972053E+00  3.60922420E-03  1.02838149E+00 -1.91192757E-03  9.27638859E-03  1.26148546E+01
  2.14870350E+01  1.28943024E+01  2.51536574E+00  3.78624902E-03  1.03187665E+00 -1.97487513E-03  9.29422733E-03  1.26686243E+01
  2.19505525E+01  1.29903365E+01  2.50050346E+00  3.97395205E-03  1.03518590E+00 -2.03815159E-03  9.31105672E-03  1.27219808E+01
  2.24204685E+01  1.30840980E+01  2.48517632E+00  4.17209662E-03  1.03831368E+00 -2.10168868E-03  9.32684952E-03  1.27749358E+01
  2.28968712E+01  1.31756473E+01  2.46942541E+00  4.38030418E-03  1.04126481E+00 -2.16541729E-03  9.34157984E-03  1.28275007E+01
  2.33798501E+01  1.32650443E+01  2.45329023E+00  4.59805815E-03  1.04404474E+00 -2.22926765E-03  9.35522304E-03  1.28796864E+01
  2.38694962E+01  1.33523485E+01  2.43680868E+00  4.82471406E-03  1.04665963E+00 -2.29316962E-03  9.36775557E-03  1.29315033E+01
  2.43659013E+01  1.34376192E+01  2.42001695E+00  5.05951686E-03  1.04911651E+00 -2.35705290E-03  9.37915498E-03  1.29829617E+01
  2.48691588E+01  1.35209153E+01  2.40294957E+00  5.30162592E-03  1.05142327E+00 -2.42084731E-03  9.38939985E-03  1.30340711E+01
  2.53793632E+01  1.36022951E+01  2.38563927E+00  5.55014703E-03  1.05358863E+00 -2.48448304E-03  9.39846991E-03  1.30848409E+01
  2.58966106E+01  1.36818170E+01  2.36811695E+00  5.80416931E-03  1.05562197E+00 -2.54789091E-03  9.40634614E-03  1.31352802E+01
  2.64209981E+01  1.37595390E+01  2.35041155E+00  6.06280209E-03  1.05753310E+00 -2.61100262E-03  9.41301103E-03  1.31853977E+01
  2.69526242E+01  1.38355192E+01  2.33255003E+00  6.32520533E-03  1.05933189E+00 -2.67375093E-03  9.41844872E-03  1.32352017E+01
  2.74915889E+01  1.39098155E+01  2.31455720E+00  6.59060729E-03  1.06102797E+00 -2.73606979E-03  9.42264516E-03  1.32847002E+01
  2.80379935E+01  1.39824865E+01  2.29645574E+00  6.85830548E-03  1.06263024E+00 -2.79789444E-03  9.42558816E-03  1.33339013E+01
  2.85919407E+01  1.40535905E+01  2.27826613E+00  7.12765196E-03  1.06414656E+00 -2.85916139E-03  9.42726739E-03  1.33828122E+01
  2.91535345E+01  1.41231864E+01  2.26000672E+00  7.39802859E-03  1.06558331E+00 -2.91980844E-03  9.42767421E-03  1.34314404E+01
  2.97228807E+01  1.41913332E+01  2.24169393E+00  7.66882136E-03  1.06694521E+00 -2.97977466E-03  9.42680156E-03  1.34797929E+01
  3.03000861E+01  1.42580904E+01  2.22334260E+00  7.93940271E-03  1.06823508E+00 -3.03900035E-03  9.42464380E-03  1.35278764E+01
  3.08852592E+01  1.43235169E+01  2.20496648E+00  8.20912671E-03  1.06945384E+00 -3.09742700E-03  9.42119655E-03  1.35756976E+01
  3.14785102E+01  1.43876717E+01  2.18657890E+00  8.47733517E-03  1.07060059E+00 -3.15499732E-03  9.41645677E-03  1.36232627E+01
  3.20799503E+01  1.44506130E+01  2.16819327E+00  8.74336870E-03  1.07167288E+00 -3.21165524E-03  9.41042286E-03  1.36705781E+01
  3.26896928E+01  1.45123983E+01  2.14982353E+00  9.00657690E-03  1.07266693E+00 -3.26734600E-03  9.40309481E-03  1.37176496E+01
  3.33078522E+01  1.45730835E+01  2.13148430E+00  9.26632671E-03  1.07357805E+00 -3.32201626E-03  9.39447442E-03  1.37644829E+01
  3.39345447E+01  1.46327233E+01  2.11319082E+00  9.52201226E-03  1.07440094E+00 -3.37561420E-03  9.38456553E-03  1.38110838E+01
  3.45698880E+01  1.46913704E+01  2.09495866E+00  9.77307109E-03  1.07513001E+00 -3.42808972E-03  9.37337406E-03  1.38574575E+01
  3.52140017E+01  1.47490761E+01  2.07680329E+00  1.00190106E-02  1.07575957E+00 -3.47939452E-03  9.36090799E-03  1.39036094E+01
  3.58670067E+01  1.48058899E+01  2.05873954E+00  1.02594455E-02  1.07628398E+00 -3.52948224E-03  9.34717714E-03  1.39495446E+01
  3.65290258E+01  1.48618599E+01  2.04078110E+00  1.04941411E-02  1.07669759E+00 -3.57830856E-03  9.33219284E-03  1.39952679E+01
  3.72001834E+01  1.49170326E+01  2.02294013E+00  1.07230556E-02  1.07699479E+00 -3.62583114E-03  9.31596741E-03  1.40407842E+01
  3.78806058E+01  1.49714532E+01  2.00522724E+00  1.09463705E-02  1.07717001E+00 -3.67200967E-03  9.29851366E-03  1.40860981E+01
  3.85704207E+01  1.50251655E+01  1.98765153E+00  1.11645028E-02  1.07721807E+00 -3.71680579E-03  9.27984419E-03  1.41312142E+01
  3.92697578E+01  1.50782116E+01  1.97022094E+00  1.13780944E-02  1.07713437E+00 -3.76018304E-03  9.25997081E-03  1.41761368E+01
  3.99787486E+01  1.51306318E+01  1.95294250E+00  1.15879672E-02  1.07691520E+00 -3.80210681E-03  9.23890397E-03  1.42208701E+01
  4.06975263E+01  1.51824643E+01  1.93582254E+00  1.17950321E-02  1.07655776E+00 -3.84254451E-03  9.21665243E-03  1.42654183E+01
  4.14262261E+01  1.52337452E+01  1.91886680E+00  1.20001431E-02  1.07606004E+00 -3.88146574E-03  9.19322328E-03  1.43097854E+01
  4.21649848E+01  1.52845081E+01  1.90208044E+00  1.22039069E-02  1.07542067E+00 -3.91884273E-03  9.16862236E-03  1.43539753E+01
  4.29139414E+01  1.53347847E+01  1.88546808E+00  1.24064795E-02  1.07463861E+00 -3.95465092E-03  9.14285497E-03  1.43979919E+01
  4.36732366E+01  1.53846045E+01  1.86903381E+00  1.26073896E-02  1.07371296E+00 -3.98886957E-03  9.11592684E-03  1.44418387E+01
  4.44430132E+01  1.54339954E+01  1.85278150E+00  1.28054245E-02  1.07264279E+00 -4.02148248E-03  9.08784516E-03  1.44855194E+01
  4.52234158E+01  1.54829840E+01  1.83671515E+00  1.29985971E-02  1.07142712E+00 -4.05247866E-03  9.05861957E-03  1.45290375E+01
  4.60145910E+01  1.55315955E+01  1.82083936E+00  1.31842052E-02  1.07006501E+00 -4.08185280E-03  9.02826287E-03  1.45723964E+01
  4.68166877E+01  1.55798546E+01  1.80515988E+00  1.33590040E-02  1.06855571E+00 -4.10960554E-03  8.99679146E-03  1.46155993E+01
  4.76298566E+01  1.56277846E+01  1.78968396E+00  1.35195047E-02  1.06689898E+00 -4.13574335E-03  8.96422514E-03  1.46586495E+01
  4.84542504E+01  1.56754084E+01  1.77442067E+00  1.36623793E-02  1.06509545E+00 -4.16027813E-03  8.93058647E-03  1.47015502E+01
  4.92900243E+01  1.57227475E+01  1.75938052E+00  1.37848808E-02  1.06314693E+00 -4.18322663E-03  8.89589955E-03  1.47443043E+01
  5.01373351E+01  1.57698229E+01  1.74457426E+00  1.38851446E-02  1.06105679E+00 -4.20460969E-03  8.86018879E-03  1.47869149E+01
  5.09963423E+01  1.58166552E+01  1.73001106E+00  1.39622641E-02  1.05882991E+00 -4.22445140E-03  8.82347754E-03  1.48293848E+01
  5.18672072E+01  1.58632646E+01  1.71569645E+00  1.40161247E-02  1.05647264E+00 -4.24277817E-03  8.78578644E-03  1.48717169E+01
  5.27500936E+01  1.59096721E+01  1.70163081E+00  1.40471048E-02  1.05399234E+00 -4.25961796E-03  8.74713158E-03  1.49139139E+01
  5.36451674E+01  1.59558993E+01  1.68780887E+00  1.40558172E-02  1.05139687E+00 -4.27499974E-03  8.70752251E-03  1.49559785E+01
  5.45525968E+01  1.60019691E+01  1.67422031E+00  1.40430380E-02  1.04869411E+00 -4.28895365E-03  8.66696113E-03  1.49979133E+01
  5.54725523E+01  1.60479048E+01  1.66085127E+00  1.40098511E-02  1.04589126E+00 -4.30151170E-03  8.62544215E-03  1.50397209E+01
  5.64052070E+01  1.60937305E+01  1.64768626E+00  1.39579104E-02  1.04299413E+00 -4.31270900E-03  8.58295543E-03  1.50814037E+01
  5.73507361E+01  1.61394698E+01  1.63470979E+00  1.38896930E-02  1.04000642E+00 -4.32258491E-03  8.53948937E-03  1.51229642E+01
  5.83093173E+01  1.61851463E+01  1.62190770E+00  1.38087106E-02  1.03692938E+00 -4.33118371E-03  8.49503445E-03  1.51644047E+01
  5.92811307E+01  1.62307828E+01  1.60926795E+00  1.37197390E-02  1.03376182E+00 -4.33855427E-03  8.44958592E-03  1.52057276E+01
  6.02663591E+01  1.62764016E+01  1.59678098E+00  1.36290737E-02  1.03050033E+00 -4.34474884E-03  8.40314602E-03  1.52469351E+01
  6.12651877E+01  1.63220239E+01  1.58443908E+00  1.35446475E-02  1.02713956E+00 -4.34982124E-03  8.35572586E-03  1.52880295E+01
  6.22778041E+01  1.63676697E+01  1.57223498E+00  1.34757324E-02  1.02367280E+00 -4.35382460E-03  8.30734697E-03  1.53290127E+01
  6.33043986E+01  1.64133568E+01  1.56016043E+00  1.34320416E-02  1.02009269E+00 -4.35680913E-03  8.25804229E-03  1.53698870E+01
  6.43451644E+01  1.64591006E+01  1.54820550E+00  1.34223253E-02  1.01639217E+00 -4.35882023E-03  8.20785643E-03  1.54106545E+01
  6.54002969E+01  1.65049131E+01  1.53635890E+00  1.34528547E-02  1.01256565E+00 -4.35989755E-03  8.15684574E-03  1.54513170E+01
  6.64699944E+01  1.65508032E+01  1.52460911E+00  1.35263381E-02  1.00861014E+00 -4.36007529E-03  8.10507809E-03  1.54918766E+01
