
  ----- YM PROFILES ------------------------------------------

         ym          U         u'          W         w'          P         p'
  9.40547649E-01  6.21336257E-01  1.73864277E-01  1.09949343E-04  5.81707798E-02 -5.35263218E-04  8.55712782E-03
  9.42264895E-01  6.09019594E-01  1.72422187E-01  1.07900361E-04  5.74861168E-02 -5.01047590E-04  8.52833066E-03
  9.43958758E-01  5.96511999E-01  1.70839442E-01  1.05881379E-04  5.67851098E-02 -4.68171562E-04  8.49988749E-03
  9.45629558E-01  5.83819350E-01  1.69113327E-01  1.03882278E-04  5.60678122E-02 -4.36629365E-04  8.47184567E-03
  9.47277609E-01  5.70948194E-01  1.67241457E-01  1.01893127E-04  5.53342327E-02 -4.06412895E-04  8.44425070E-03
  9.48903219E-01  5.57905743E-01  1.65221821E-01  9.99042056E-05  5.45843254E-02 -3.77511816E-04  8.41714606E-03
  9.50506695E-01  5.44699869E-01  1.63052821E-01  9.79060814E-05  5.38179820E-02 -3.49913673E-04  8.39057310E-03
  9.52088338E-01  5.31339091E-01  1.60733324E-01  9.58897361E-05  5.30350240E-02 -3.23604000E-04  8.36457102E-03
  9.53648445E-01  5.17832556E-01  1.58262699E-01  9.38467223E-05  5.22351969E-02 -2.98566432E-04  8.33917675E-03
  9.55187309E-01  5.04190011E-01  1.55640866E-01  9.17693389E-05  5.14181655E-02 -2.74782813E-04  8.31442496E-03
  9.56705220E-01  4.90421775E-01  1.52868335E-01  8.96508083E-05  5.05835108E-02 -2.52233297E-04  8.29034800E-03
  9.58202463E-01  4.76538700E-01  1.49946243E-01  8.74854399E-05  4.97307284E-02 -2.30896451E-04  8.26697594E-03
  9.59679320E-01  4.62552122E-01  1.46876389E-01  8.52687705E-05  4.88592283E-02 -2.10749338E-04  8.24433651E-03
  9.61136068E-01  4.48473814E-01  1.43661263E-01  8.29976680E-05  4.79683362E-02 -1.91767606E-04  8.22245519E-03
  9.62572980E-01  4.34315926E-01  1.40304070E-01  8.06703945E-05  4.70572958E-02 -1.73925554E-04  8.20135515E-03
  9.63990328E-01  4.20090922E-01  1.36808743E-01  7.82866231E-05  4.61252730E-02 -1.57196204E-04  8.18105732E-03
  9.65388376E-01  4.05811512E-01  1.33179952E-01  7.58474102E-05  4.51713604E-02 -1.41551350E-04  8.16158039E-03
  9.66767389E-01  3.91490580E-01  1.29423106E-01  7.33551243E-05  4.41945837E-02 -1.26961611E-04  8.14294085E-03
  9.68127625E-01  3.77141107E-01  1.25544336E-01  7.08133366E-05  4.31939082E-02 -1.13396470E-04  8.12515299E-03
  9.69469340E-01  3.62776093E-01  1.21550478E-01  6.82266797E-05  4.21682468E-02 -1.00824306E-04  8.10822897E-03
  9.70792786E-01  3.48408475E-01  1.17449037E-01  6.56006817E-05  4.11164682E-02 -8.92124312E-05  8.09217879E-03
  9.72098212E-01  3.34051048E-01  1.13248143E-01  6.29415830E-05  4.00374065E-02 -7.85271151E-05  8.07701035E-03
  9.73385863E-01  3.19716384E-01  1.08956493E-01  6.02561434E-05  3.89298706E-02 -6.87336153E-05  8.06272946E-03
  9.74655981E-01  3.05416751E-01  1.04583284E-01  5.75514457E-05  3.77926541E-02 -5.97962069E-05  8.04933987E-03
  9.75908806E-01  2.91164043E-01  1.00138127E-01  5.48347029E-05  3.66245461E-02 -5.16782169E-05  8.03684330E-03
  9.77144571E-01  2.76969701E-01  9.56309630E-02  5.21130751E-05  3.54243410E-02 -4.43420641E-05  8.02523945E-03
  9.78363511E-01  2.62844651E-01  9.10719527E-02  4.93934992E-05  3.41908488E-02 -3.77493078E-05  8.01452604E-03
  9.79565853E-01  2.48799241E-01  8.64713710E-02  4.66825384E-05  3.29229052E-02 -3.18607065E-05  8.00469887E-03
  9.80751824E-01  2.34843193E-01  8.18394881E-02  4.39862538E-05  3.16193799E-02 -2.66362899E-05  7.99575180E-03
  9.81921647E-01  2.20985549E-01  7.71864482E-02  4.13101014E-05  3.02791855E-02 -2.20354450E-05  7.98767688E-03
  9.83075542E-01  2.07234644E-01  7.25221470E-02  3.86588568E-05  2.89012835E-02 -1.80170191E-05  7.98046433E-03
  9.84213725E-01  1.93598073E-01  6.78561101E-02  3.60365680E-05  2.74846903E-02 -1.45394412E-05  7.97410266E-03
  9.85336410E-01  1.80082676E-01  6.31973772E-02  3.34465367E-05  2.60284803E-02 -1.15608636E-05  7.96857874E-03
  9.86443809E-01  1.66694528E-01  5.85543944E-02  3.08913260E-05  2.45317876E-02 -9.03932489E-06  7.96387783E-03
  9.87536129E-01  1.53438946E-01  5.39349181E-02  2.83727924E-05  2.29938057E-02 -6.93293554E-06  7.95998379E-03
  9.88613577E-01  1.40320491E-01  4.93459344E-02  2.58921386E-05  2.14137843E-02 -5.20008764E-06  7.95687910E-03
  9.89676353E-01  1.27342996E-01  4.47935947E-02  2.34499831E-05  1.97910243E-02 -3.79968868E-06  7.95454505E-03
  9.90724659E-01  1.14509589E-01  4.02831712E-02  2.10464419E-05  1.81248707E-02 -2.69142059E-06  7.95296190E-03
  9.91758691E-01  1.01822727E-01  3.58190316E-02  1.86812181E-05  1.64147027E-02 -1.83602358E-06  7.95210905E-03
  9.92778644E-01  8.92842362E-02  3.14046339E-02  1.63536953E-05  1.46599221E-02 -1.19560487E-06  7.95196526E-03
  9.93784708E-01  7.68953573E-02  2.70425397E-02  1.40630300E-05  1.28599401E-02 -7.33971414E-07  7.95250891E-03
  9.94777075E-01  6.46567918E-02  2.27344441E-02  1.18082386E-05  1.10141612E-02 -4.16985872E-07  7.95371847E-03
  9.95755929E-01  5.25687523E-02  1.84812190E-02  9.58827659E-06  9.12196695E-03 -2.12944560E-07  7.95557376E-03
  9.96721454E-01  4.06310126E-02  1.42829666E-02  7.40210537E-06  7.18269764E-03 -9.29759477E-08  7.95805942E-03
  9.97673834E-01  2.88429589E-02  1.01390804E-02  5.24874371E-06  5.19563296E-03 -3.14544898E-08  7.96116657E-03
  9.98613245E-01  1.72036379E-02  6.04830772E-03  3.12730146E-06  3.15997286E-03 -6.41756306E-09  7.96482550E-03
  9.99539866E-01  5.71180491E-03  2.00882363E-03  1.03699273E-06  1.07483845E-03 -2.30926389E-18  7.96835294E-03
  1.00046013E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.30926389E-18  7.96835294E-03

  ----- Y PROFILES -------------------------------------------

          y          V         v'         uv    tau_sgs   tau_visc
  0.00000000E+00  3.93475331E-20  4.33463856E-02  7.62063030E-20 -9.08415882E-17  9.08415853E-17
  1.84475902E-03 -8.32342008E-20  4.33500239E-02  8.20979694E-06  1.03444144E-15  7.42799120E-07
  3.72354940E-03 -1.26851654E-19  4.40538943E-02  1.67894381E-05 -6.09982905E-16  5.71926945E-07
  5.63699893E-03 -1.42984583E-19  4.42573067E-02  2.51690201E-05 -7.89941963E-16  1.14941594E-06
  7.58574700E-03  1.49186219E-20  4.43539423E-02  3.34738289E-05  1.04452817E-17  1.98944160E-06
  9.57044477E-03  1.98192157E-20  4.44124892E-02  4.18441627E-05 -8.83997404E-16  2.93979048E-06
  1.15917554E-02 -4.28043018E-20  4.44530068E-02  5.03338963E-05  1.30898581E-15  3.94461813E-06
  1.36503544E-02 -2.25514052E-20  4.44834852E-02  5.89681981E-05 -6.09083675E-16  4.97878583E-06
  1.57469296E-02  3.61689845E-20  4.45078125E-02  6.77606336E-05  5.05587033E-17  6.03047440E-06
  1.78821815E-02 -4.48426019E-20  4.45281523E-02  7.67194295E-05  2.81294534E-16  7.09435657E-06
  2.00568237E-02  3.50414142E-20  4.45458279E-02  8.58502432E-05  4.90840962E-16  8.16826850E-06
  2.22715828E-02 -1.31838984E-19  4.45617065E-02  9.51574830E-05  2.47304245E-16  9.25154721E-06
  2.45271988E-02 -5.88938620E-20  4.45763887E-02  1.04644958E-04 -1.77695488E-16  1.03442116E-05
  2.68244256E-02  3.46944695E-20  4.45903090E-02  1.14316204E-04 -1.43134755E-15  1.14465665E-05
  2.91640306E-02  2.08166817E-21  4.46037938E-02  1.24174653E-04  6.91716837E-16  1.25590181E-05
  3.15467957E-02  1.94289029E-20  4.46170971E-02  1.34223711E-04  1.05958523E-16  1.36819941E-05
  3.39735171E-02  8.22258928E-20  4.46304216E-02  1.44466799E-04 -3.08623552E-16  1.48159159E-05
  3.64450056E-02  1.90819582E-20  4.46439343E-02  1.54907367E-04  1.24314634E-15  1.59611954E-05
  3.89620872E-02 -5.67254577E-20  4.46577755E-02  1.65548903E-04  1.77478384E-16  1.71182439E-05
  4.15256028E-02 -5.67254577E-20  4.46720659E-02  1.76394918E-04 -5.36989254E-16  1.82874852E-05
  4.41364091E-02 -1.28889954E-19  4.46869115E-02  1.87448950E-04 -2.64855785E-16  1.94693696E-05
  4.67953785E-02 -1.56819002E-19  4.47024070E-02  1.98714552E-04  9.74806181E-17  2.06643884E-05
  4.95033995E-02 -2.56218657E-19  4.47186384E-02  2.10195281E-04  9.56383391E-16  2.18730861E-05
  5.22613770E-02 -1.90472638E-19  4.47356855E-02  2.21894698E-04 -5.38435602E-16  2.30960701E-05
  5.50702325E-02 -1.84574578E-19  4.47536228E-02  2.33816360E-04 -6.41932212E-16  2.43340189E-05
  5.79309046E-02 -2.63677968E-19  4.47725215E-02  2.45963821E-04 -9.42934442E-17  2.55876847E-05
  6.08443492E-02 -2.59167687E-19  4.47924501E-02  2.58340639E-04  4.21634970E-16  2.68578925E-05
  6.38115398E-02 -2.28289609E-19  4.48134759E-02  2.70950382E-04 -1.27990087E-15  2.81455309E-05
  6.68334680E-02 -2.69229083E-19  4.48356651E-02  2.83796653E-04  1.25572765E-15  2.94515358E-05
  6.99111434E-02 -2.19962937E-19  4.48590842E-02  2.96883119E-04  9.02761357E-16  3.07768649E-05
  7.30455946E-02 -2.78249646E-19  4.48838004E-02  3.10213546E-04 -1.66499130E-15  3.21224623E-05
  7.62378688E-02 -2.44249065E-19  4.49098825E-02  3.23791847E-04  3.97695739E-16  3.34892174E-05
  7.94890328E-02 -1.69309011E-19  4.49374008E-02  3.37622136E-04  4.88550923E-16  3.48779162E-05
  8.28001729E-02 -2.12677098E-19  4.49664287E-02  3.51708780E-04 -3.28820295E-16  3.62891904E-05
  8.61723956E-02 -2.32452946E-19  4.49970421E-02  3.66056458E-04  5.08167181E-16  3.77234637E-05
  8.96068276E-02 -2.17881269E-19  4.50293204E-02  3.80670219E-04 -1.72182580E-16  3.91808996E-05
  9.31046167E-02 -2.98025493E-19  4.50633468E-02  3.95555529E-04 -8.25241492E-16  4.06613522E-05
  9.66669315E-02 -1.92207361E-19  4.50992078E-02  4.10718320E-04  7.16645434E-17  4.21643269E-05
  1.00294962E-01 -1.39471767E-19  4.51369937E-02  4.26165009E-04  5.61975475E-16  4.36889560E-05
  1.03989922E-01 -1.08593690E-19  4.51767979E-02  4.41902505E-04  6.29137135E-16  4.52339970E-05
  1.07753044E-01 -1.43635104E-19  4.52187171E-02  4.57938182E-04 -1.15329051E-15  4.67978580E-05
  1.11585587E-01 -7.21644966E-20  4.52628499E-02  4.74279825E-04  4.81879658E-16  4.83786520E-05
  1.15488832E-01  2.49800181E-20  4.53092972E-02  4.90935543E-04 -2.74597049E-16  4.99742774E-05
  1.19464081E-01  4.09394740E-20  4.53581610E-02  5.07913672E-04  3.74223124E-16  5.15825205E-05
  1.23512665E-01  1.07205911E-19  4.54095444E-02  5.25222645E-04  3.59761374E-16  5.32011735E-05
  1.27635935E-01  1.56125113E-20  4.54635516E-02  5.42870862E-04  2.35646015E-16  5.48281665E-05
  1.31835269E-01  1.00613962E-20  4.55202872E-02  5.60866547E-04 -6.07090700E-16  5.64617070E-05
  1.36112071E-01  7.00828284E-20  4.55798570E-02  5.79217608E-04 -4.88054287E-16  5.81004211E-05
  1.40467770E-01 -2.91433544E-20  4.56423676E-02  5.97931512E-04  2.83223838E-16  5.97434778E-05
  1.44903821E-01  1.60982339E-19  4.57079261E-02  6.17015222E-04 -4.10857533E-16  6.13906679E-05
  1.49421706E-01 -4.85722573E-20  4.57766405E-02  6.36475202E-04 -6.57526164E-17  6.30424061E-05
  1.54022936E-01 -3.46944695E-21  4.58486193E-02  6.56317530E-04  6.25555320E-16  6.46996391E-05
  1.58709047E-01 -4.57966998E-20  4.59239712E-02  6.76548084E-04 -1.88473122E-16  6.63636739E-05
  1.63481605E-01  3.46944695E-20  4.60028058E-02  6.97172765E-04  3.24733692E-16  6.80359754E-05
  1.68342206E-01  9.99200722E-20  4.60852331E-02  7.18197675E-04 -4.08102776E-16  6.97180016E-05
  1.73292473E-01  1.40859546E-19  4.61713645E-02  7.39629193E-04  2.51406609E-17  7.14111335E-05
  1.78334060E-01 -1.80411242E-20  4.62613125E-02  7.61473939E-04 -6.72969099E-17  7.31167142E-05
  1.83468653E-01  5.34294831E-20  4.63551897E-02  7.83738655E-04  1.31861756E-16  7.48361608E-05
  1.88697967E-01  4.85722573E-20  4.64531078E-02  8.06430080E-04  2.77110760E-16  7.65710857E-05
  1.94023748E-01  1.25593980E-19  4.65551749E-02  8.29554864E-04  1.33337221E-16  7.83233655E-05
  1.99447778E-01  5.20417043E-20  4.66614920E-02  8.53119574E-04 -6.18086354E-16  8.00951302E-05
  2.04971868E-01  9.29811783E-20  4.67721497E-02  8.77130784E-04  5.82272317E-16  8.18886534E-05
  2.10597864E-01  8.25728375E-20  4.68872237E-02  9.01595313E-04  1.14150363E-16  8.37061091E-05
  2.16327646E-01  5.55111512E-20  4.70067719E-02  9.26520582E-04 -2.24248069E-16  8.55492001E-05
  2.22163129E-01  7.07767178E-20  4.71308305E-02  9.51914979E-04 -1.72822733E-16  8.74187883E-05
  2.28106262E-01  7.28583860E-20  4.72594134E-02  9.77788018E-04  8.70898958E-17  8.93147342E-05
  2.34159032E-01  3.12250226E-20  4.73925126E-02  1.00415026E-03 -5.21124005E-16  9.12359781E-05
  2.40323461E-01 -3.46944695E-21  4.75301031E-02  1.03101316E-03  8.91461613E-16  9.31806757E-05
  2.46601609E-01  7.42461648E-20  4.76721492E-02  1.05838897E-03 -5.95216591E-16  9.51463249E-05
  2.52995573E-01  1.08940634E-19  4.78186123E-02  1.08629032E-03 -1.77124621E-17  9.71301475E-05
  2.59507491E-01  1.34614542E-19  4.79694577E-02  1.11472938E-03  6.16634591E-17  9.91299272E-05
  2.66139538E-01  1.73472348E-20  4.81246585E-02  1.14371689E-03  3.90749945E-17  1.01145013E-04
  2.72893930E-01  4.71844785E-20  4.82841953E-02  1.17326161E-03  1.54046606E-17  1.03176840E-04
  2.79772924E-01  1.24900090E-20  4.84480516E-02  1.20337085E-03 -2.57895912E-17  1.05228465E-04
  2.86778820E-01  5.27355937E-20  4.86162089E-02  1.23405203E-03 -2.66233792E-16  1.07303099E-04
  2.93913957E-01 -5.27355937E-20  4.87886434E-02  1.26531474E-03  2.70839012E-16  1.09402053E-04
  3.01180720E-01 -5.41233725E-20  4.89653298E-02  1.29717277E-03  1.30722363E-16  1.11522839E-04
  3.08581537E-01 -6.24500451E-21  4.91462524E-02  1.32964471E-03 -4.51040247E-16  1.13658557E-04
  3.16118882E-01 -6.93889390E-20  4.93314273E-02  1.36275242E-03  5.90959953E-16  1.15799449E-04
  3.23795273E-01 -6.52256027E-20  4.95209337E-02  1.39651765E-03 -6.56257392E-17  1.17936275E-04
  3.31613274E-01 -9.64506253E-20  4.97149536E-02  1.43095837E-03 -2.97039617E-16  1.20063888E-04
  3.39575499E-01 -6.93889390E-20  4.99138088E-02  1.46608666E-03 -3.46402296E-16  1.22183280E-04
  3.47684608E-01 -1.08246745E-19  5.01179800E-02  1.50190829E-03  4.63271175E-16  1.24301823E-04
  3.55943310E-01  1.38777878E-21  5.03280935E-02  1.53842362E-03  3.69454758E-17  1.26432287E-04
  3.64354365E-01  1.73472348E-20  5.05448717E-02  1.57562987E-03 -1.30065615E-16  1.28590422E-04
  3.72920584E-01 -5.96744876E-20  5.07690563E-02  1.61352554E-03  2.46562108E-16  1.30790565E-04
  3.81644830E-01 -4.16333634E-20  5.10013242E-02  1.65211541E-03 -2.62577238E-16  1.33040713E-04
  3.90530016E-01  3.95516953E-20  5.12422213E-02  1.69141317E-03  3.32366503E-16  1.35339859E-04
  3.99579113E-01 -7.21644966E-20  5.14921330E-02  1.73144260E-03 -9.09400512E-17  1.37676878E-04
  4.08661920E-01  2.15105711E-20  5.17474214E-02  1.77164741E-03 -4.60749452E-18  1.39996923E-04
  4.17621362E-01 -4.71844785E-20  5.20032635E-02  1.81135739E-03 -1.62455109E-16  1.42233317E-04
  4.26458811E-01  2.63677968E-20  5.22591639E-02  1.85060228E-03 -2.25244756E-17  1.44361734E-04
  4.35175929E-01 -7.63278329E-21  5.25145326E-02  1.88940096E-03  1.26832738E-16  1.46370704E-04
  4.43774353E-01 -3.74700271E-20  5.27687500E-02  1.92775457E-03 -1.57750007E-16  1.48267057E-04
  4.52255701E-01  4.85722573E-21  5.30212404E-02  1.96564912E-03  4.77526379E-16  1.50073242E-04
  4.60621567E-01 -1.04083409E-20  5.32715244E-02  2.00306116E-03 -2.14145568E-16  1.51821340E-04
  4.68873522E-01 -5.48172618E-20  5.35192382E-02  2.03996541E-03 -9.49769753E-17  1.53545292E-04
  4.77013118E-01 -7.77156117E-20  5.37641146E-02  2.07634259E-03  1.75761874E-16  1.55272878E-04
  4.85041884E-01  1.17961196E-20  5.40059348E-02  2.11218526E-03 -1.82742089E-16  1.57019817E-04
  4.92961330E-01 -4.78783679E-20  5.42444779E-02  2.14749941E-03  5.89182959E-18  1.58788177E-04
  5.00772945E-01 -9.85322934E-20  5.44794956E-02  2.18230007E-03 -1.05255088E-16  1.60570555E-04
  5.08478196E-01 -2.77555756E-21  5.47107131E-02  2.21660316E-03 -5.71177116E-17  1.62358104E-04
  5.16078532E-01 -9.15933995E-20  5.49378400E-02  2.25041967E-03 -8.11589877E-17  1.64146305E-04
  5.23575380E-01 -2.08166817E-20  5.51605792E-02  2.28375569E-03  5.97015270E-17  1.65935028E-04
  5.30970152E-01  4.57966998E-20  5.53786379E-02  2.31661498E-03  1.58849204E-16  1.67726117E-04
  5.38264235E-01 -3.26128013E-20  5.55917467E-02  2.34899973E-03  1.40783724E-16  1.69522657E-04
  5.45459002E-01 -3.60822483E-20  5.57996822E-02  2.38090999E-03 -5.63220979E-16  1.71329686E-04
  5.52555804E-01 -5.48172618E-20  5.60022783E-02  2.41234330E-03  7.50287773E-16  1.73154711E-04
  5.59555976E-01 -7.42461648E-20  5.61994162E-02  2.44329474E-03 -2.01123721E-16  1.75007904E-04
  5.66460833E-01 -1.31838984E-20  5.63909949E-02  2.47375782E-03 -1.56837650E-16  1.76901290E-04
  5.73271673E-01 -3.46944695E-21  5.65768925E-02  2.50372723E-03  1.39554030E-17  1.78846122E-04
  5.79989775E-01 -2.77555756E-20  5.67569349E-02  2.53320163E-03  2.37883592E-16  1.80849906E-04
  5.86616404E-01 -8.11850587E-20  5.69308832E-02  2.56218506E-03 -2.79615534E-17  1.82914812E-04
  5.93152804E-01  2.28983499E-20  5.70984436E-02  2.59068680E-03 -3.56199871E-16  1.85037594E-04
  5.99600204E-01 -1.24900090E-20  5.72592899E-02  2.61872015E-03  2.20999341E-16  1.87210674E-04
  6.05959816E-01 -1.51961776E-19  5.74130913E-02  2.64629998E-03  2.29005343E-16  1.89424478E-04
  6.12232834E-01 -4.85722573E-20  5.75595363E-02  2.67343960E-03 -1.13338460E-16  1.91670580E-04
  6.18420439E-01  6.93889390E-21  5.76983465E-02  2.70014826E-03 -4.03655776E-16  1.93944324E-04
  6.24523793E-01 -3.88578059E-20  5.78292797E-02  2.72643008E-03  3.49202687E-16  1.96245928E-04
  6.30544043E-01 -2.08166817E-20  5.79521206E-02  2.75228455E-03  6.96970986E-17  1.98580236E-04
  6.36482321E-01 -7.07767178E-20  5.80666652E-02  2.77770733E-03 -3.31022536E-16  2.00956024E-04
  6.42339743E-01 -1.09634524E-19  5.81727014E-02  2.80269090E-03  3.23097504E-17  2.03385451E-04
  6.48117410E-01  2.77555756E-21  5.82699908E-02  2.82722516E-03 -2.56365214E-16  2.05883536E-04
  6.53816408E-01 -4.99600361E-20  5.83582535E-02  2.85129837E-03  6.36542338E-16  2.08467191E-04
  6.59437808E-01 -2.77555756E-20  5.84371633E-02  2.87489878E-03 -3.83773927E-16  2.11153576E-04
  6.64982666E-01 -5.27355937E-20  5.85063508E-02  2.89801622E-03  1.03742772E-16  2.13958393E-04
  6.70452025E-01 -3.19189120E-20  5.85654164E-02  2.92064290E-03  1.35641566E-17  2.16895009E-04
  6.75846913E-01 -3.33066907E-20  5.86139481E-02  2.94277324E-03 -1.71127689E-16  2.19974529E-04
  6.81168344E-01 -1.01307851E-19  5.86515392E-02  2.96440323E-03 -3.81537213E-16  2.23206353E-04
  6.86417318E-01  0.00000000E+00  5.86778041E-02  2.98552960E-03  9.08383756E-16  2.26598949E-04
  6.91594821E-01 -4.71844785E-20  5.86923889E-02  3.00614926E-03 -5.49677006E-16  2.30160392E-04
  6.96701827E-01 -1.24900090E-20  5.86949759E-02  3.02625945E-03 -3.15100907E-17  2.33898224E-04
  7.01739296E-01 -8.60422844E-20  5.86852788E-02  3.04585851E-03  2.53807275E-16  2.37818648E-04
  7.06708174E-01  1.38777878E-20  5.86630321E-02  3.06494674E-03  6.37310044E-17  2.41925739E-04
  7.11609396E-01 -6.38378239E-20  5.86279783E-02  3.08352643E-03 -5.65626439E-16  2.46221427E-04
  7.16443882E-01  0.00000000E+00  5.85798583E-02  3.10160090E-03  3.35046672E-16  2.50706520E-04
  7.21212541E-01 -5.68989300E-20  5.85184069E-02  3.11917291E-03 -2.34186868E-17  2.55382351E-04
  7.25916271E-01 -1.02695630E-19  5.84433549E-02  3.13624316E-03 -3.01204177E-18  2.60252296E-04
  7.30555953E-01 -1.01307851E-19  5.83544357E-02  3.15280959E-03  1.72507490E-16  2.65322599E-04
  7.35132462E-01 -1.24900090E-20  5.82513930E-02  3.16886745E-03 -1.41202137E-16  2.70602283E-04
  7.39646656E-01 -5.82867088E-20  5.81339894E-02  3.18441009E-03 -1.79399615E-16  2.76102372E-04
  7.44099385E-01 -7.35522754E-20  5.80020134E-02  3.19942993E-03 -1.92614159E-16  2.81834950E-04
  7.48491485E-01 -6.38378239E-20  5.78552860E-02  3.21391900E-03  1.82370674E-16  2.87812567E-04
  7.52823782E-01 -2.63677968E-20  5.76936648E-02  3.22786893E-03  4.04077194E-17  2.94048221E-04
  7.57097090E-01 -5.41233725E-20  5.75170469E-02  3.24127051E-03  2.83859135E-16  3.00555778E-04
  7.61312212E-01 -7.63278329E-20  5.73253684E-02  3.25411302E-03 -1.44664645E-16  3.07350615E-04
  7.65469941E-01 -2.49800181E-20  5.71186004E-02  3.26638350E-03  3.99821705E-17  3.14450264E-04
  7.69571058E-01 -5.82867088E-20  5.68967445E-02  3.27806626E-03  3.66076636E-16  3.21874878E-04
  7.73616334E-01 -3.74700271E-20  5.66598267E-02  3.28914275E-03 -6.90844579E-16  3.29647339E-04
  7.77606529E-01 -8.32667268E-20  5.64078916E-02  3.29959188E-03  2.57940165E-16  3.37792909E-04
  7.81542393E-01 -4.44089210E-20  5.61409979E-02  3.30939077E-03  7.89426975E-17  3.46338501E-04
  7.85424667E-01 -7.35522754E-20  5.58592141E-02  3.31851559E-03  2.27277956E-16  3.55311797E-04
  7.89254079E-01 -1.66533454E-20  5.55626165E-02  3.32694241E-03 -7.01633996E-17  3.64740480E-04
  7.93031349E-01 -5.68989300E-20  5.52512884E-02  3.33464762E-03 -2.76744335E-16  3.74651797E-04
  7.96757188E-01 -2.49800181E-20  5.49253203E-02  3.34160797E-03  2.68511888E-16  3.85072533E-04
  8.00432295E-01 -4.85722573E-20  5.45848112E-02  3.34780028E-03  1.08256796E-16  3.96029371E-04
  8.04057362E-01 -6.10622664E-20  5.42298698E-02  3.35320077E-03 -2.15266106E-16  4.07549527E-04
  8.07633070E-01 -1.24900090E-20  5.38606150E-02  3.35778440E-03  2.02608556E-16  4.19661462E-04
  8.11160091E-01 -1.37390099E-19  5.34771769E-02  3.36152428E-03 -3.46567810E-16  4.32395414E-04
  8.14639087E-01 -6.24500451E-20  5.30796968E-02  3.36439154E-03  2.03928530E-16  4.45783552E-04
  8.18070713E-01 -6.52256027E-20  5.26683275E-02  3.36635560E-03  9.87186589E-17  4.59859670E-04
  8.21455614E-01 -7.63278329E-20  5.22432322E-02  3.36738483E-03 -4.81116960E-16  4.74658520E-04
  8.24794426E-01 -6.10622664E-20  5.18045843E-02  3.36744745E-03  1.54997419E-16  4.90214958E-04
  8.28087777E-01 -5.41233725E-20  5.13525662E-02  3.36651229E-03  3.19760603E-17  5.06563100E-04
  8.31336285E-01 -4.57966998E-20  5.08873689E-02  3.36454951E-03  3.48254070E-16  5.23735687E-04
  8.34540561E-01 -8.32667268E-20  5.04091912E-02  3.36153088E-03  2.60564612E-16  5.41763761E-04
  8.37701207E-01 -6.93889390E-20  4.99182400E-02  3.35742978E-03 -3.19746338E-16  5.60676700E-04
  8.40818818E-01 -3.74700271E-20  4.94147297E-02  3.35222086E-03 -4.06578001E-16  5.80502544E-04
  8.43893979E-01 -4.02455846E-20  4.88988837E-02  3.34587958E-03 -8.53443954E-17  6.01268501E-04
  8.46927268E-01 -4.44089210E-20  4.83709345E-02  3.33838157E-03  6.28770741E-16  6.23001512E-04
  8.49919256E-01 -8.74300632E-20  4.78311250E-02  3.32970213E-03 -9.65072607E-17  6.45728818E-04
  8.52870505E-01 -5.48172618E-20  4.72797097E-02  3.31981571E-03 -1.17169993E-16  6.69478474E-04
  8.55781569E-01 -5.96744876E-20  4.67169558E-02  3.30869541E-03 -1.04524369E-15  6.94279807E-04
  8.58652996E-01 -7.91033905E-20  4.61431444E-02  3.29631264E-03  7.60151902E-16  7.20163768E-04
  8.61485326E-01 -3.05311332E-20  4.55585709E-02  3.28263692E-03  1.13266594E-16  7.47163164E-04
  8.64279090E-01 -1.16573418E-19  4.49635452E-02  3.26763577E-03  1.13206213E-16  7.75312728E-04
  8.67034815E-01 -3.46944695E-20  4.43583917E-02  3.25127479E-03 -7.57519128E-17  8.04649058E-04
  8.69753017E-01 -4.85722573E-21  4.37434486E-02  3.23351785E-03  1.47344208E-16  8.35210429E-04
  8.72434208E-01 -8.11850587E-20  4.31190666E-02  3.21432735E-03  3.88225563E-16  8.67036522E-04
  8.75078891E-01 -7.49400542E-20  4.24856090E-02  3.19366461E-03  1.31033096E-16  9.00168096E-04
  8.77687565E-01 -7.21644966E-20  4.18434501E-02  3.17149017E-03 -2.66747841E-16  9.34646618E-04
  8.80260718E-01 -9.85322934E-20  4.11929748E-02  3.14776426E-03 -4.16393371E-16  9.70513863E-04
  8.82798835E-01 -6.80011603E-20  4.05345779E-02  3.12244718E-03  8.27533134E-17  1.00781148E-03
  8.85302393E-01 -7.97972799E-20  3.98686632E-02  3.09549980E-03  1.53759762E-16  1.04658057E-03
  8.87771863E-01 -6.31439345E-20  3.91956425E-02  3.06688396E-03 -6.88681819E-16  1.08686122E-03
  8.90207708E-01 -5.82867088E-20  3.85159355E-02  3.03656295E-03  1.25826997E-15  1.12869205E-03
  8.92610386E-01 -8.60422844E-20  3.78299681E-02  3.00450191E-03  1.01373582E-16  1.17210983E-03
  8.94980349E-01 -1.24900090E-19  3.71381721E-02  2.97066832E-03 -8.08909034E-16  1.21714898E-03
  8.97318043E-01 -1.05471187E-19  3.64409844E-02  2.93503241E-03  5.90913011E-16  1.26384116E-03
  8.99623906E-01 -8.18789481E-20  3.57388461E-02  2.89756761E-03 -3.58753390E-16  1.31221479E-03
  9.01898373E-01 -1.00613962E-19  3.50322016E-02  2.85825106E-03 -9.99021628E-16  1.36229458E-03
  9.04141870E-01 -7.63278329E-20  3.43214979E-02  2.81706408E-03  3.54236110E-16  1.41410105E-03
