
  ----- YM PROFILES ------------------------------------------

         ym          U         u'          W         w'          P         p'
  9.30875936E-01  8.22544653E-01  1.04150021E-01  1.14835151E-04  7.30686766E-02 -3.25557796E-03  6.98100395E-03
  9.32323340E-01  8.19935455E-01  1.04469925E-01  1.15509286E-04  7.32147147E-02 -3.24451031E-03  7.00687966E-03
  9.33747810E-01  8.17316013E-01  1.04800391E-01  1.15937542E-04  7.33581340E-02 -3.23277899E-03  7.03281143E-03
  9.35149709E-01  8.14685303E-01  1.05141831E-01  1.16098893E-04  7.34985728E-02 -3.22034965E-03  7.05877796E-03
  9.36529394E-01  8.12042275E-01  1.05494734E-01  1.15946458E-04  7.36356788E-02 -3.20718617E-03  7.08475433E-03
  9.37887218E-01  8.09385881E-01  1.05859651E-01  1.15423969E-04  7.37691174E-02 -3.19325123E-03  7.11071402E-03
  9.39223527E-01  8.06715069E-01  1.06237135E-01  1.14482710E-04  7.38985669E-02 -3.17850736E-03  7.13663079E-03
  9.40538662E-01  8.04028758E-01  1.06627689E-01  1.13097508E-04  7.40237235E-02 -3.16291772E-03  7.16247890E-03
  9.41832958E-01  8.01325791E-01  1.07031811E-01  1.11283280E-04  7.41442965E-02 -3.14644608E-03  7.18823290E-03
  9.43106746E-01  7.98604896E-01  1.07450047E-01  1.09099878E-04  7.42599978E-02 -3.12905633E-03  7.21386789E-03
  9.44360350E-01  7.95864672E-01  1.07882968E-01  1.06641018E-04  7.43705260E-02 -3.11071246E-03  7.23935939E-03
  9.45594090E-01  7.93103581E-01  1.08331117E-01  1.04015426E-04  7.44755566E-02 -3.09137860E-03  7.26468232E-03
  9.46808282E-01  7.90319957E-01  1.08795059E-01  1.01325762E-04  7.45747687E-02 -3.07101883E-03  7.28980986E-03
  9.48003234E-01  7.87512016E-01  1.09275410E-01  9.86504577E-05  7.46678816E-02 -3.04959708E-03  7.31471258E-03
  9.49179252E-01  7.84677857E-01  1.09772820E-01  9.60359636E-05  7.47546608E-02 -3.02707744E-03  7.33935785E-03
  9.50336636E-01  7.81815461E-01  1.10287929E-01  9.35011759E-05  7.48349041E-02 -3.00342430E-03  7.36370945E-03
  9.51475681E-01  7.78922681E-01  1.10821371E-01  9.10465150E-05  7.49084244E-02 -2.97860231E-03  7.38772750E-03
  9.52596677E-01  7.75997224E-01  1.11373771E-01  8.86612151E-05  7.49750345E-02 -2.95257656E-03  7.41136864E-03
  9.53699911E-01  7.73036634E-01  1.11945726E-01  8.63306481E-05  7.50345424E-02 -2.92531291E-03  7.43458631E-03
  9.54785664E-01  7.70038267E-01  1.12537814E-01  8.40440074E-05  7.50867495E-02 -2.89677839E-03  7.45733115E-03
  9.55854213E-01  7.66999303E-01  1.13150581E-01  8.17979844E-05  7.51314424E-02 -2.86694173E-03  7.47955167E-03
  9.56905830E-01  7.63916750E-01  1.13784510E-01  7.95942213E-05  7.51683921E-02 -2.83577386E-03  7.50119521E-03
  9.57940785E-01  7.60787444E-01  1.14439996E-01  7.74314718E-05  7.51973525E-02 -2.80324840E-03  7.52220879E-03
  9.58959340E-01  7.57608040E-01  1.15117368E-01  7.52970358E-05  7.52180506E-02 -2.76934220E-03  7.54253968E-03
  9.59961756E-01  7.54374996E-01  1.15816919E-01  7.31639275E-05  7.52301797E-02 -2.73403566E-03  7.56213560E-03
  9.60948288E-01  7.51084550E-01  1.16538909E-01  7.09949215E-05  7.52334038E-02 -2.69731323E-03  7.58094440E-03
  9.61919189E-01  7.47732697E-01  1.17283545E-01  6.87497795E-05  7.52273668E-02 -2.65916373E-03  7.59891395E-03
  9.62874705E-01  7.44315168E-01  1.18050978E-01  6.63932393E-05  7.52116966E-02 -2.61958037E-03  7.61599187E-03
  9.63815081E-01  7.40827400E-01  1.18841279E-01  6.39013990E-05  7.51860071E-02 -2.57856066E-03  7.63212516E-03
  9.64740556E-01  7.37264531E-01  1.19654418E-01  6.12636743E-05  7.51499054E-02 -2.53610615E-03  7.64726009E-03
  9.65651368E-01  7.33621374E-01  1.20490247E-01  5.84804612E-05  7.51029908E-02 -2.49222242E-03  7.66134250E-03
  9.66547747E-01  7.29892407E-01  1.21348501E-01  5.55601776E-05  7.50448373E-02 -2.44691927E-03  7.67431826E-03
  9.67429922E-01  7.26071751E-01  1.22228806E-01  5.25190064E-05  7.49749807E-02 -2.40021087E-03  7.68613343E-03
  9.68298120E-01  7.22153157E-01  1.23130677E-01  4.93816026E-05  7.48929272E-02 -2.35211587E-03  7.69673431E-03
  9.69152561E-01  7.18129989E-01  1.24053489E-01  4.61793004E-05  7.47981735E-02 -2.30265762E-03  7.70606741E-03
  9.69993462E-01  7.13995192E-01  1.24996453E-01  4.29463496E-05  7.46902154E-02 -2.25186440E-03  7.71407975E-03
  9.70821040E-01  7.09741264E-01  1.25958598E-01  3.97167456E-05  7.45685414E-02 -2.19976971E-03  7.72071952E-03
  9.71635504E-01  7.05360218E-01  1.26938773E-01  3.65219849E-05  7.44326176E-02 -2.14641261E-03  7.72593674E-03
  9.72437063E-01  7.00843559E-01  1.27935635E-01  3.33886573E-05  7.42818649E-02 -2.09183799E-03  7.72968369E-03
  9.73225921E-01  6.96182253E-01  1.28947621E-01  3.03357320E-05  7.41156366E-02 -2.03609689E-03  7.73191531E-03
  9.74002280E-01  6.91366694E-01  1.29972907E-01  2.73728887E-05  7.39332046E-02 -1.97924666E-03  7.73258939E-03
  9.74766337E-01  6.86386663E-01  1.31009381E-01  2.45014666E-05  7.37337590E-02 -1.92135094E-03  7.73166676E-03
  9.75518287E-01  6.81231288E-01  1.32054617E-01  2.17182080E-05  7.35164094E-02 -1.86247956E-03  7.72911143E-03
  9.76258322E-01  6.75888992E-01  1.33105863E-01  1.90201005E-05  7.32801844E-02 -1.80270840E-03  7.72489088E-03
  9.76986631E-01  6.70347460E-01  1.34160016E-01  1.64080230E-05  7.30240284E-02 -1.74211937E-03  7.71897648E-03
  9.77703400E-01  6.64593591E-01  1.35213588E-01  1.38880348E-05  7.27467991E-02 -1.68080027E-03  7.71134422E-03
  9.78408812E-01  6.58613469E-01  1.36262658E-01  1.14705526E-05  7.24472661E-02 -1.61884487E-03  7.70197568E-03
  9.79103046E-01  6.52392314E-01  1.37302818E-01  9.16824784E-06  7.21241093E-02 -1.55635284E-03  7.69085902E-03
  9.79786280E-01  6.45914446E-01  1.38329109E-01  6.99368653E-06  7.17759198E-02 -1.49342970E-03  7.67798970E-03
  9.80458688E-01  6.39163243E-01  1.39335957E-01  4.95774110E-06  7.14011998E-02 -1.43018668E-03  7.66337096E-03
  9.81120442E-01  6.32121111E-01  1.40317109E-01  3.06931991E-06  7.09983649E-02 -1.36674059E-03  7.64701427E-03
  9.81771710E-01  6.24769461E-01  1.41265555E-01  1.33618766E-06  7.05657486E-02 -1.30321353E-03  7.62893950E-03
  9.82412658E-01  6.17088685E-01  1.42173438E-01 -2.33974598E-07  7.01016097E-02 -1.23973266E-03  7.60917513E-03
  9.83043450E-01  6.09058156E-01  1.43031969E-01 -1.63319653E-06  6.96041389E-02 -1.17642975E-03  7.58775846E-03
  9.83664247E-01  6.00656227E-01  1.43831328E-01 -2.85388907E-06  6.90714658E-02 -1.11344074E-03  7.56473609E-03
  9.84275208E-01  5.91860257E-01  1.44560569E-01 -3.89024087E-06  6.85016640E-02 -1.05090522E-03  7.54016453E-03
  9.84876488E-01  5.82646660E-01  1.45207508E-01 -4.73971049E-06  6.78927576E-02 -9.88965839E-04  7.51411084E-03
  9.85468240E-01  5.72990979E-01  1.45758604E-01 -5.40404417E-06  6.72427280E-02 -9.27767719E-04  7.48665309E-03
  9.86050616E-01  5.62868011E-01  1.46198830E-01 -5.88961036E-06  6.65495257E-02 -8.67457765E-04  7.45788071E-03
  9.86623764E-01  5.52251962E-01  1.46511531E-01 -6.20727038E-06  6.58110823E-02 -8.08183920E-04  7.42789474E-03
  9.87187830E-01  5.41116665E-01  1.46678291E-01 -6.37211469E-06  6.50253222E-02 -7.50094357E-04  7.39680797E-03
  9.87742959E-01  5.29435860E-01  1.46678799E-01 -6.40316173E-06  6.41901691E-02 -6.93336599E-04  7.36474499E-03
  9.88289291E-01  5.17183544E-01  1.46490728E-01 -6.32287992E-06  6.33035449E-02 -6.38056602E-04  7.33184218E-03
  9.88826967E-01  5.04334407E-01  1.46089645E-01 -6.15636974E-06  6.23633584E-02 -5.84397815E-04  7.29824753E-03
  9.89356123E-01  4.90864355E-01  1.45448962E-01 -5.93017115E-06  6.13674788E-02 -5.32500231E-04  7.26412023E-03
  9.89876894E-01  4.76751135E-01  1.44539938E-01 -5.67077334E-06  6.03136912E-02 -4.82499435E-04  7.22963019E-03
  9.90389414E-01  4.61975060E-01  1.43331766E-01 -5.40295580E-06  5.91996295E-02 -4.34525662E-04  7.19495727E-03
  9.90893813E-01  4.46519834E-01  1.41791765E-01 -5.14813992E-06  5.80226821E-02 -3.88702866E-04  7.16029043E-03
  9.91390219E-01  4.30373477E-01  1.39885711E-01 -4.92296686E-06  5.67798688E-02 -3.45147800E-04  7.12582663E-03
  9.91878760E-01  4.13529316E-01  1.37578342E-01 -4.73828359E-06  5.54676884E-02 -3.03969099E-04  7.09176958E-03
  9.92359559E-01  3.95987051E-01  1.34834073E-01 -4.59863234E-06  5.40819345E-02 -2.65266332E-04  7.05832833E-03
  9.92832741E-01  3.77753810E-01  1.31617947E-01 -4.50226365E-06  5.26174845E-02 -2.29129015E-04  7.02571571E-03
  9.93298424E-01  3.58845183E-01  1.27896848E-01 -4.44165929E-06  5.10680618E-02 -1.95635489E-04  6.99414665E-03
  9.93756729E-01  3.39286136E-01  1.23640992E-01 -4.40453655E-06  4.94259829E-02 -1.64851604E-04  6.96383638E-03
  9.94207772E-01  3.19111742E-01  1.18825681E-01 -4.37527487E-06  4.76819021E-02 -1.36829051E-04  6.93499839E-03
  9.94651667E-01  2.98367621E-01  1.13433280E-01 -4.33665460E-06  4.58245715E-02 -1.11603216E-04  6.90784211E-03
  9.95088530E-01  2.77110003E-01  1.07455349E-01 -4.27174864E-06  4.38406421E-02 -8.91903554E-05  6.88257027E-03
  9.95518470E-01  2.55405316E-01  1.00894794E-01 -4.16577970E-06  4.17145323E-02 -6.95839542E-05  6.85937576E-03
  9.95941597E-01  2.33329207E-01  9.37678824E-02 -4.00774518E-06  3.94283961E-02 -5.27501203E-05  6.83843825E-03
  9.96358020E-01  2.10964947E-01  8.61058860E-02 -3.79160511E-06  3.69622220E-02 -3.86220172E-05  6.81992020E-03
  9.96767845E-01  1.88401199E-01  7.79560795E-02 -3.51682951E-06  3.42940921E-02 -2.70935289E-05  6.80396292E-03
  9.97171176E-01  1.65729183E-01  6.93817699E-02 -3.18814532E-06  3.14006168E-02 -1.80127197E-05  6.79068258E-03
  9.97568116E-01  1.43039344E-01  6.04609659E-02 -2.81444908E-06  2.82575293E-02 -1.11761762E-05  6.78016709E-03
  9.97958766E-01  1.20417688E-01  5.12832310E-02 -2.40706736E-06  2.48403655E-02 -6.32597027E-06  6.77247433E-03
  9.98343226E-01  9.79420750E-02  4.19442231E-02 -1.97777745E-06  2.11250647E-02 -3.15160532E-06  6.76763236E-03
  9.98721595E-01  7.56788250E-02  3.25375866E-02 -1.53710267E-06  1.70882254E-02 -1.29964142E-06  6.76564254E-03
  9.99093968E-01  5.36800965E-02  2.31446090E-02 -1.09326402E-06  1.27067135E-02 -3.93503839E-07  6.76648999E-03
  9.99460441E-01  3.19824842E-02  1.38235166E-02 -6.51866502E-07  7.95640076E-03 -6.52279797E-08  6.77014798E-03
  9.99821107E-01  1.06070929E-02  4.60165190E-03 -2.16123602E-07  2.81026929E-03  3.74237678E-18  6.77599331E-03
  1.00017889E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.74237678E-18  6.77599331E-03

  ----- Y PROFILES -------------------------------------------

          y          V         v'         uv    tau_sgs   tau_visc
  0.00000000E+00 -2.98913445E-20  3.51057120E-02 -1.83030201E-20 -3.27140271E-23  0.00000000E+00
  1.43496978E-03  6.07731458E-20  3.51127260E-02  3.78988770E-06 -7.47001059E-17  3.65084119E-08
  2.90082663E-03 -5.42390207E-20  3.50758909E-02  7.62563063E-06  2.25388616E-16  1.43957941E-07
  4.39823538E-03 -1.12005312E-19  3.50569920E-02  1.15200222E-05 -2.29532309E-16  2.76204006E-07
  5.92787518E-03 -6.93889390E-22  3.50462387E-02  1.55092990E-05  9.03248258E-17  3.97119666E-07
  7.49043978E-03 -3.85108612E-20  3.50400419E-02  1.95899745E-05  1.88249759E-16  5.13248257E-07
  9.08663788E-03 -3.21502084E-20  3.50367328E-02  2.37623971E-05 -2.36540360E-16  6.27049255E-07
  1.07171934E-02 -1.74628830E-20  3.50354387E-02  2.80277912E-05  8.99098245E-17  7.39655512E-07
  1.23828459E-02 -1.61907524E-21  3.50356636E-02  3.23880607E-05 -8.26087387E-18  8.51338274E-07
  1.40843508E-02 -1.80411242E-20  3.50371110E-02  3.68452954E-05 -1.48645493E-16  9.62139876E-07
  1.58224799E-02 -4.90348503E-20  3.50396003E-02  4.14016043E-05  2.25922974E-16  1.07209599E-06
  1.75980214E-02 -9.71445147E-21  3.50430243E-02  4.60590126E-05  1.32278996E-18  1.18135791E-06
  1.94117806E-02 -4.44089210E-20  3.50473257E-02  5.08194974E-05 -1.40380910E-16  1.29016267E-06
  2.12645801E-02  1.54968631E-20  3.50524824E-02  5.56850682E-05 -1.20683252E-16  1.39875139E-06
  2.31572604E-02 -4.30211422E-20  3.50584982E-02  6.06578289E-05  1.94086285E-16  1.50730571E-06
  2.50906797E-02 -5.22730007E-20  3.50653947E-02  6.57399773E-05 -1.05770508E-16  1.61594740E-06
  2.70657149E-02 -1.14260453E-19  3.50732051E-02  7.09337595E-05  6.99754281E-17  1.72478682E-06
  2.90832620E-02  0.00000000E+00  3.50819670E-02  7.62413870E-05  2.11745862E-17  1.83400974E-06
  3.11442358E-02 -7.12393107E-20  3.50917167E-02  8.16649372E-05 -1.95067847E-17  1.94398238E-06
  3.32495711E-02 -9.71445147E-21  3.51024844E-02  8.72063272E-05  6.09982638E-17  2.05528479E-06
  3.54002228E-02  1.61907524E-20  3.51142915E-02  9.28674784E-05  2.55940276E-17  2.16855717E-06
  3.75971663E-02 -4.76470715E-20  3.51271520E-02  9.86506126E-05 -6.76173694E-17  2.28421528E-06
  3.98413981E-02 -6.29126381E-20  3.51410759E-02  1.04558418E-04  1.16659639E-16  2.40229310E-06
  4.21339359E-02 -1.36002321E-19  3.51560719E-02  1.10593934E-04 -1.61266154E-16  2.52255961E-06
  4.44758195E-02  1.56356409E-19  3.51721488E-02  1.16760338E-04  5.10397070E-17  2.64472052E-06
  4.68681112E-02  7.54026471E-20  3.51893160E-02  1.23060926E-04  2.90324953E-17  2.76842088E-06
  4.93118958E-02  6.01370805E-21  3.52075867E-02  1.29499265E-04 -7.11462760E-18  2.89308002E-06
  5.18082818E-02  1.04546001E-19  3.52269839E-02  1.36079183E-04 -1.12585307E-16  3.01789794E-06
  5.43584013E-02 -6.05996734E-20  3.52475488E-02  1.42804423E-04  7.10614093E-17  3.14220623E-06
  5.69634110E-02  5.18104078E-20  3.52693448E-02  1.49678181E-04 -3.73915313E-17  3.26592715E-06
  5.96244924E-02  1.15648232E-19  3.52924565E-02  1.56702877E-04  1.76916466E-17  3.38978916E-06
  6.23428523E-02  6.38378239E-20  3.53169853E-02  1.63880298E-04 -1.14114490E-16  3.51517510E-06
  6.51197238E-02  4.34837351E-20  3.53430468E-02  1.71212049E-04  2.29927042E-16  3.64370643E-06
  6.79563661E-02  5.73615229E-20  3.53707715E-02  1.78700190E-04 -1.48406590E-16  3.77667346E-06
  7.08540658E-02  2.68303898E-20  3.54003027E-02  1.86347773E-04  6.30755389E-17  3.91451489E-06
  7.38141372E-02  3.70074342E-21  3.54317922E-02  1.94158846E-04 -5.84256078E-17  4.05676019E-06
  7.68379229E-02  3.70074342E-20  3.54653986E-02  2.02137839E-04 -3.10167315E-17  4.20257952E-06
  7.99267941E-02  1.57281595E-20  3.55012888E-02  2.10288832E-04 -6.32077556E-17  4.35148942E-06
  8.30821519E-02  1.11947488E-19  3.55396405E-02  2.18615308E-04  1.51029068E-16  4.50365578E-06
  8.63054273E-02  9.25185854E-20  3.55806420E-02  2.27120466E-04 -1.32693347E-16  4.65967158E-06
  8.95980823E-02 -1.26750462E-19  3.56244866E-02  2.35807777E-04  1.16693945E-16  4.82009860E-06
  9.29616101E-02  3.79326200E-20  3.56713592E-02  2.44681040E-04  4.60182627E-18  4.98546287E-06
  9.63975364E-02 -1.01770444E-20  3.57214201E-02  2.53743566E-04 -4.89109396E-17  5.15702351E-06
  9.99074195E-02  6.47630098E-21  3.57747923E-02  2.62997598E-04  5.94403933E-18  5.33727976E-06
  1.03492851E-01 -6.19874522E-20  3.58315429E-02  2.72444945E-04  1.30086240E-16  5.52930449E-06
  1.07155458E-01  1.66533454E-20  3.58916570E-02  2.82088540E-04  1.09035078E-17  5.73522908E-06
  1.10896900E-01 -6.66133815E-20  3.59550305E-02  2.91934016E-04 -3.16068621E-17  5.95467795E-06
  1.14718875E-01 -1.48029737E-20  3.60215153E-02  3.01990066E-04 -1.23253947E-16  6.18431689E-06
  1.18623117E-01 -1.48029737E-19  3.60909905E-02  3.12266945E-04  8.62398497E-17  6.41916213E-06
  1.22611395E-01 -5.36607795E-20  3.61634076E-02  3.22773604E-04 -1.22388606E-17  6.65508554E-06
  1.26685520E-01 -6.01370805E-20  3.62387947E-02  3.33516416E-04 -3.93191915E-18  6.88990527E-06
  1.30847338E-01 -2.03540888E-20  3.63172219E-02  3.44502426E-04  7.27302104E-19  7.12069316E-06
  1.35098738E-01  3.33066907E-20  3.63987600E-02  3.55741389E-04  2.73043073E-17  7.34229499E-06
  1.39441646E-01 -8.69674703E-20  3.64834648E-02  3.67241536E-04 -3.41440536E-17  7.55143438E-06
  1.43878034E-01 -2.77555756E-20  3.65713795E-02  3.79006991E-04  3.59792423E-17  7.74896067E-06
  1.48409914E-01  1.45254179E-19  3.66625702E-02  3.91040101E-04 -8.52030903E-18  7.93731219E-06
  1.53039340E-01 -4.44089210E-20  3.67571916E-02  4.03343131E-04 -1.26874624E-17  8.11873642E-06
  1.57768412E-01  7.58652400E-20  3.68555222E-02  4.15919005E-04 -1.27188089E-18  8.29470624E-06
  1.62599275E-01  8.14163551E-20  3.69579707E-02  4.28770831E-04  9.26307439E-18  8.46677779E-06
  1.67534120E-01  1.52655666E-19  3.70650227E-02  4.41903017E-04 -1.24593667E-17  8.63569481E-06
  1.72575186E-01 -2.96059473E-20  3.71771186E-02  4.55320787E-04 -1.57858269E-17  8.80178719E-06
  1.77724759E-01 -1.94289029E-20  3.72945922E-02  4.69026230E-04  2.18910600E-17  8.96867495E-06
  1.82985173E-01  5.64363371E-20  3.74177025E-02  4.83022746E-04 -9.35083624E-18  9.13881124E-06
  1.88358816E-01 -2.31296463E-20  3.75466244E-02  4.97317780E-04 -1.26765913E-17  9.31090343E-06
  1.93848124E-01  2.77555756E-21  3.76814306E-02  5.11918645E-04 -4.17595627E-19  9.48385535E-06
  1.99455587E-01 -1.06396373E-19  3.78221731E-02  5.26827886E-04 -3.48258800E-19  9.66109022E-06
  2.05183747E-01 -7.67904259E-20  3.79689559E-02  5.42043741E-04 -2.82134050E-17  9.85003330E-06
  2.11035204E-01  3.79326200E-20  3.81219171E-02  5.57567332E-04 -4.72634929E-18  1.00551777E-05
  2.17012611E-01 -6.29126381E-20  3.82813673E-02  5.73410510E-04  1.28318276E-17  1.02710850E-05
  2.23118679E-01  4.62592927E-20  3.84478344E-02  5.89593204E-04  1.28946406E-17  1.04860835E-05
  2.29356177E-01  7.95659834E-20  3.86218891E-02  6.06124165E-04 -4.34648981E-17  1.07018256E-05
  2.35727935E-01  3.70074342E-20  3.88041333E-02  6.22998992E-04  3.49768190E-17  1.09337923E-05
  2.42236842E-01  8.23415410E-20  3.89949511E-02  6.40220055E-04  1.52164848E-17  1.11895643E-05
  2.48885849E-01  1.23049719E-19  3.91941252E-02  6.57807629E-04 -5.68211554E-18  1.14579255E-05
  2.55677974E-01 -4.81096644E-20  3.94009558E-02  6.75783993E-04 -3.33622774E-17  1.17248317E-05
  2.62616297E-01 -1.38777878E-20  3.96148924E-02  6.94156340E-04  7.37732527E-17  1.19891360E-05
  2.69703963E-01 -4.71844785E-20  3.98358172E-02  7.12930666E-04 -4.44212495E-17  1.22495789E-05
  2.76944188E-01  1.20274161E-20  4.00642203E-02  7.32111670E-04  3.74120310E-17  1.25052381E-05
  2.84340256E-01 -1.11022302E-20  4.03011552E-02  7.51694871E-04 -2.84971849E-17  1.27649758E-05
  2.91895521E-01  3.14563190E-20  4.05466983E-02  7.71685789E-04  7.09964397E-18  1.30310252E-05
  2.99613410E-01  6.75385673E-20  4.07992325E-02  7.92093799E-04 -2.04406080E-18  1.33039991E-05
  3.07497422E-01 -2.03540888E-20  4.10573117E-02  8.12949227E-04  1.53945143E-18  1.35655815E-05
  3.15551135E-01 -3.79326200E-20  4.13212024E-02  8.34275778E-04 -1.75578041E-17  1.38070138E-05
  3.23778200E-01 -1.66533454E-20  4.15924449E-02  8.56060463E-04  9.21353431E-18  1.40561407E-05
  3.32182348E-01  5.92118946E-20  4.18725000E-02  8.78302921E-04  8.43208590E-18  1.43236492E-05
  3.40767393E-01 -6.10622664E-20  4.21623431E-02  9.01016421E-04  7.14436980E-18  1.45995529E-05
  3.49537226E-01 -1.06396373E-19  4.24625749E-02  9.24196798E-04 -9.43421607E-18  1.48856551E-05
  3.58495826E-01 -5.27355937E-20  4.27733011E-02  9.47878000E-04  2.39681389E-18  1.51545160E-05
  3.67647256E-01 -1.85037171E-21  4.30939852E-02  9.72081067E-04 -1.65118764E-17  1.54003112E-05
  3.76995666E-01  9.25185854E-21  4.34210513E-02  9.96791996E-04 -5.95721947E-18  1.56539964E-05
  3.86545297E-01 -2.77555756E-20  4.37516465E-02  1.02200391E-03 -2.05119956E-17  1.59355212E-05
  3.96300479E-01 -6.47630098E-20  4.40832342E-02  1.04776302E-03  6.95094235E-17  1.62111125E-05
  4.06192922E-01 -2.68303898E-20  4.44091771E-02  1.07387868E-03 -8.01959683E-18  1.64994821E-05
  4.15954058E-01  3.42318766E-20  4.47204917E-02  1.09964755E-03 -3.61851432E-17  1.67943886E-05
  4.25560526E-01 -3.70074342E-20  4.50219874E-02  1.12505662E-03  8.47015376E-18  1.70533055E-05
  4.35014777E-01  5.36607795E-20  4.53178246E-02  1.15010985E-03  5.19335782E-17  1.72840966E-05
  4.44319224E-01  0.00000000E+00  4.56111366E-02  1.17477025E-03 -1.71785717E-17  1.75245663E-05
  4.53476239E-01 -6.19874522E-20  4.59027793E-02  1.19900757E-03 -5.28771734E-17  1.77966719E-05
  4.62488159E-01 -2.96059473E-20  4.61913431E-02  1.22283418E-03  6.62946236E-17  1.80843954E-05
  4.71357282E-01 -5.31981866E-20  4.64744397E-02  1.24629410E-03 -7.22392017E-17  1.83504307E-05
  4.80085873E-01 -2.68303898E-20  4.67502507E-02  1.26944351E-03 -1.75490008E-17  1.85575772E-05
  4.88676156E-01  7.44774612E-20  4.70185767E-02  1.29229037E-03  6.36693180E-17  1.87163067E-05
  4.97130325E-01  3.23815049E-21  4.72797410E-02  1.31480894E-03 -3.51744110E-17  1.88635461E-05
  5.05450535E-01 -2.56739074E-20  4.75336850E-02  1.33696799E-03  3.84094000E-18  1.90377999E-05
  5.13638909E-01 -7.49400542E-20  4.77801964E-02  1.35876614E-03 -2.45271655E-17  1.92415236E-05
  5.21697537E-01 -1.70002901E-19  4.80199189E-02  1.38019652E-03  7.81830787E-17  1.94834106E-05
  5.29628474E-01 -1.09981468E-19  4.82540486E-02  1.40126840E-03 -4.93333991E-17  1.97572023E-05
  5.37433743E-01 -1.52193073E-19  4.84822719E-02  1.42200734E-03  1.77297707E-17  2.00362479E-05
  5.45115335E-01 -8.32667268E-21  4.87037295E-02  1.44243390E-03 -5.83108212E-18  2.03018793E-05
  5.52675211E-01  2.45174251E-20  4.89181132E-02  1.46256596E-03 -2.28215555E-17  2.05419393E-05
  5.60115299E-01 -1.57281595E-20  4.91267902E-02  1.48240332E-03  3.95261173E-17  2.07611590E-05
  5.67437497E-01 -1.45716772E-20  4.93314532E-02  1.50193875E-03  1.62363436E-17  2.09697855E-05
  5.74643673E-01 -8.02598728E-20  4.95334066E-02  1.52116649E-03 -8.60707468E-18  2.11761150E-05
  5.81735665E-01 -8.78926561E-21  4.97329519E-02  1.54007460E-03 -2.70266412E-17  2.13939733E-05
  5.88715282E-01 -9.25185854E-20  4.99289258E-02  1.55867285E-03 -3.16800235E-17  2.16157564E-05
  5.95584306E-01 -1.67458640E-19  5.01206651E-02  1.57696127E-03  4.67488026E-17  2.18446237E-05
  6.02344489E-01 -1.34151949E-20  5.03081675E-02  1.59494474E-03 -1.30696898E-17  2.20791648E-05
  6.08997555E-01 -9.34437712E-20  5.04913612E-02  1.61262996E-03  1.52208170E-18  2.23172847E-05
  6.15545201E-01 -6.70759744E-21  5.06697590E-02  1.63002804E-03 -3.64364701E-17  2.25542849E-05
  6.21989099E-01 -1.04314705E-19  5.08427773E-02  1.64715731E-03  1.78000033E-17  2.27808702E-05
  6.28330891E-01 -4.76470715E-20  5.10101391E-02  1.66402668E-03 -1.06684566E-17  2.29979414E-05
  6.34572196E-01 -3.53883589E-20  5.11721853E-02  1.68061363E-03  1.27141689E-17  2.32341464E-05
  6.40714606E-01 -7.51713506E-20  5.13295968E-02  1.69690438E-03  3.35091338E-17  2.35063257E-05
  6.46759688E-01  1.94289029E-20  5.14831499E-02  1.71292434E-03 -1.14056415E-17  2.37907639E-05
  6.52708984E-01 -3.53883589E-20  5.16334237E-02  1.72869447E-03 -3.17872211E-17  2.40672085E-05
  6.58564012E-01 -1.38777878E-21  5.17805060E-02  1.74420941E-03  4.23071129E-17  2.43417121E-05
  6.64326266E-01 -6.04840252E-20  5.19242941E-02  1.75945870E-03  1.67102503E-17  2.46274985E-05
  6.69997215E-01 -7.34366271E-20  5.20649198E-02  1.77444543E-03 -8.53268170E-17  2.49258239E-05
  6.75578307E-01  1.27213055E-20  5.22023920E-02  1.78917607E-03  4.86124752E-17  2.52342546E-05
  6.81070965E-01 -9.66819217E-20  5.23366400E-02  1.80364865E-03  6.99847390E-17  2.55585902E-05
  6.86476590E-01 -5.34294831E-20  5.24676322E-02  1.81786480E-03 -8.27582461E-17  2.59007851E-05
  6.91796562E-01 -6.84637532E-20  5.25953245E-02  1.83184452E-03  2.74080971E-17  2.62445402E-05
  6.97032238E-01 -6.93889390E-20  5.27194330E-02  1.84560262E-03  1.62498511E-17  2.65792853E-05
  7.02184953E-01 -6.86950496E-20  5.28397030E-02  1.85914079E-03 -7.52336791E-17  2.69087649E-05
  7.07256023E-01 -1.00729610E-19  5.29560819E-02  1.87246531E-03 -2.94494084E-17  2.72323741E-05
  7.12246740E-01 -6.15248593E-20  5.30684618E-02  1.88557743E-03  9.91074565E-17  2.75540548E-05
  7.17158377E-01 -3.33066907E-20  5.31767236E-02  1.89847296E-03  5.47327082E-18  2.78825096E-05
  7.21992189E-01 -1.36407089E-19  5.32807824E-02  1.91115459E-03 -5.12449861E-17  2.82187018E-05
  7.26749407E-01 -5.86336535E-20  5.33806738E-02  1.92362776E-03 -2.63775172E-17  2.85603382E-05
  7.31431247E-01  2.76399274E-20  5.34765495E-02  1.93589649E-03  5.18618429E-18  2.89066496E-05
  7.36038901E-01 -1.01076555E-19  5.35687091E-02  1.94796340E-03 -2.04399452E-17  2.92582220E-05
  7.40573546E-01 -1.80064297E-19  5.36575109E-02  1.95983338E-03  6.70679851E-17  2.96125694E-05
