
  ----- YM PROFILES ------------------------------------------

         ym          U         u'          W         w'          P         p'
  9.71108251E-01  6.65583637E-01  1.48092282E-01  1.28574956E-04  7.24492817E-02 -1.44190422E-03  8.37144712E-03
  9.72056070E-01  6.57613682E-01  1.48965938E-01  1.28323457E-04  7.19915078E-02 -1.37299135E-03  8.34955355E-03
  9.72986313E-01  6.49333773E-01  1.49777292E-01  1.27763247E-04  7.15034938E-02 -1.30468684E-03  8.32587443E-03
  9.73899307E-01  6.40729722E-01  1.50517489E-01  1.26903673E-04  7.09841050E-02 -1.23712331E-03  8.30048008E-03
  9.74795371E-01  6.31787227E-01  1.51177003E-01  1.25757846E-04  7.04322235E-02 -1.17043250E-03  8.27345107E-03
  9.75674819E-01  6.22491970E-01  1.51745620E-01  1.24341809E-04  6.98467605E-02 -1.10474454E-03  8.24487833E-03
  9.76537959E-01  6.12829729E-01  1.52212406E-01  1.22673661E-04  6.92266688E-02 -1.04018734E-03  8.21486304E-03
  9.77385094E-01  6.02786519E-01  1.52565691E-01  1.20772777E-04  6.85709540E-02 -9.76885874E-04  8.18351651E-03
  9.78216520E-01  5.92348748E-01  1.52793052E-01  1.18659126E-04  6.78786847E-02 -9.14961527E-04  8.15095992E-03
  9.79032529E-01  5.81503399E-01  1.52881309E-01  1.16352706E-04  6.71489986E-02 -8.54531443E-04  8.11732399E-03
  9.79833406E-01  5.70238239E-01  1.52816534E-01  1.13873061E-04  6.63811044E-02 -7.95707858E-04  8.08274845E-03
  9.80619433E-01  5.58542048E-01  1.52584078E-01  1.11238897E-04  6.55742801E-02 -7.38597444E-04  8.04738133E-03
  9.81390884E-01  5.46404877E-01  1.52168617E-01  1.08467754E-04  6.47278642E-02 -6.83300668E-04  8.01137807E-03
  9.82148029E-01  5.33818333E-01  1.51554222E-01  1.05575769E-04  6.38412405E-02 -6.29911168E-04  7.97490043E-03
  9.82891135E-01  5.20775877E-01  1.50724470E-01  1.02577515E-04  6.29138137E-02 -5.78515181E-04  7.93811526E-03
  9.83620462E-01  5.07273150E-01  1.49662573E-01  9.94859459E-05  6.19449780E-02 -5.29191012E-04  7.90119318E-03
  9.84336264E-01  4.93308304E-01  1.48351568E-01  9.63124424E-05  6.09340753E-02 -4.82008579E-04  7.86430710E-03
  9.85038792E-01  4.78882337E-01  1.46774536E-01  9.30669609E-05  5.98803470E-02 -4.37029024E-04  7.82763076E-03
  9.85728294E-01  4.63999433E-01  1.44914887E-01  8.97582747E-05  5.87828780E-02 -3.94304398E-04  7.79133713E-03
  9.86405010E-01  4.48667270E-01  1.42756682E-01  8.63942553E-05  5.76405340E-02 -3.53877414E-04  7.75559692E-03
  9.87069178E-01  4.32897308E-01  1.40285023E-01  8.29821480E-05  5.64518940E-02 -3.15781263E-04  7.72057705E-03
  9.87721030E-01  4.16705028E-01  1.37486493E-01  7.95287942E-05  5.52151801E-02 -2.80039463E-04  7.68643919E-03
  9.88360794E-01  4.00110109E-01  1.34349635E-01  7.60407769E-05  5.39281855E-02 -2.46665741E-04  7.65333843E-03
  9.88988695E-01  3.83136527E-01  1.30865485E-01  7.25244905E-05  5.25882064E-02 -2.15663903E-04  7.62142198E-03
  9.89604952E-01  3.65812559E-01  1.27028118E-01  6.89861504E-05  5.11919798E-02 -1.87027675E-04  7.59082810E-03
  9.90209783E-01  3.48170674E-01  1.22835209E-01  6.54317667E-05  4.97356324E-02 -1.60740497E-04  7.56168501E-03
  9.90803397E-01  3.30247310E-01  1.18288573E-01  6.18671131E-05  4.82146455E-02 -1.36775231E-04  7.53411005E-03
  9.91386004E-01  3.12082509E-01  1.13394651E-01  5.82977130E-05  4.66238390E-02 -1.15093784E-04  7.50820886E-03
  9.91957808E-01  2.93719424E-01  1.08164924E-01  5.47288597E-05  4.49573810E-02 -9.56466420E-05  7.48407474E-03
  9.92519009E-01  2.75203697E-01  1.02616178E-01  5.11656677E-05  4.32088233E-02 -7.83723274E-05  7.46178801E-03
  9.93069803E-01  2.56582700E-01  9.67706192E-02  4.76131392E-05  4.13711671E-02 -6.31968100E-05  7.44141553E-03
  9.93610384E-01  2.37904691E-01  9.06557468E-02  4.40762224E-05  3.94369567E-02 -5.00329310E-05  7.42301029E-03
  9.94140940E-01  2.19217875E-01  8.43039800E-02  4.05598381E-05  3.73984003E-02 -3.87799070E-05  7.40661107E-03
  9.94661658E-01  2.00569428E-01  7.77519786E-02  3.70688637E-05  3.52475105E-02 -2.93230108E-05  7.39224227E-03
  9.95172721E-01  1.82004523E-01  7.10396557E-02  3.36080741E-05  3.29762569E-02 -2.15335401E-05  7.37991389E-03
  9.95674307E-01  1.63565394E-01  6.42088850E-02  3.01820530E-05  3.05767173E-02 -1.52692041E-05  7.36962169E-03
  9.96166591E-01  1.45290505E-01  5.73019506E-02  2.67950938E-05  2.80412130E-02 -1.03750713E-05  7.36134763E-03
  9.96649747E-01  1.27213850E-01  5.03598204E-02  2.34511091E-05  2.53624118E-02 -6.68522857E-06  7.35506061E-03
  9.97123944E-01  1.09364452E-01  4.34203677E-02  2.01535605E-05  2.25333806E-02 -4.02530305E-06  7.35071759E-03
  9.97589348E-01  9.17660607E-02  3.65166941E-02  1.69054156E-05  1.95475763E-02 -2.21599130E-06  7.34826541E-03
  9.98046121E-01  7.44370852E-02  2.96757201E-02  1.37091255E-05  1.63987620E-02 -1.07772640E-06  7.34764472E-03
  9.98494425E-01  5.73907462E-02  2.29171913E-02  1.05666171E-05  1.30808448E-02 -4.36586492E-07  7.34879862E-03
  9.98934415E-01  4.06354265E-02  1.62531966E-02  7.47928717E-06  9.58763573E-03 -1.31459879E-07  7.35167810E-03
  9.99366247E-01  2.41751791E-02  9.68821631E-03  4.44799587E-06  5.91253791E-03 -2.23330002E-08  7.35612542E-03
  9.99790071E-01  8.01034129E-03  3.21967044E-03  1.47305968E-06  2.04828381E-03  2.60175702E-17  7.36097660E-03
  1.00020993E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.60175702E-17  7.36097660E-03

  ----- Y PROFILES -------------------------------------------

          y          V         v'         uv    tau_sgs   tau_visc
  0.00000000E+00  8.83904990E-21  3.76499575E-02 -2.74283588E-20 -2.14484841E-17  2.14484747E-17
  1.68469748E-03  4.25402839E-20  3.76561758E-02  5.27044566E-06  2.13263573E-17 -9.99398351E-08
  3.41196804E-03  6.90885857E-20  3.75996745E-02  1.05665108E-05  5.39932219E-17 -1.81722419E-08
  5.18288753E-03 -2.41381497E-20  3.75620552E-02  1.58739016E-05 -1.95341282E-16  1.86624673E-07
  6.99855898E-03  1.33283610E-19  3.75371110E-02  2.13223684E-05  7.05487918E-17  3.87104380E-07
  8.86011328E-03  1.34045482E-19  3.75202348E-02  2.69216438E-05 -3.31670574E-17  5.75326203E-07
  1.07687099E-02  1.89779334E-19  3.75088479E-02  3.26723679E-05 -4.19606358E-17  7.55554544E-07
  1.27255377E-02  2.05720037E-19  3.75014474E-02  3.85757029E-05  4.64968148E-17  9.31455653E-07
  1.47318154E-02  1.78453817E-19  3.74971169E-02  4.46334062E-05 -5.66209762E-17  1.10573109E-06
  1.67887926E-02  1.60842857E-19  3.74952796E-02  5.08478189E-05  1.55350078E-16  1.28028329E-06
  1.88977507E-02  2.21880509E-19  3.74955653E-02  5.72216587E-05 -1.87664596E-16  1.45656455E-06
  2.10600030E-02  1.76402624E-19  3.74977343E-02  6.37579461E-05 -1.39504209E-17  1.63573492E-06
  2.32768965E-02  1.32858720E-19  3.75016321E-02  7.04599282E-05  7.25970763E-17  1.81878107E-06
  2.55498119E-02  2.79020894E-19  3.75071609E-02  7.73310335E-05 -4.18785795E-17  2.00658162E-06
  2.78801650E-02  1.51378065E-19  3.75142617E-02  8.43748585E-05 -2.80160382E-17  2.19992979E-06
  3.02694071E-02  2.97188606E-19  3.75229014E-02  9.15951986E-05 -6.46582600E-18  2.39950554E-06
  3.27190265E-02  2.99825855E-19  3.75330648E-02  9.89960992E-05  5.86354323E-17  2.60582775E-06
  3.52305489E-02  1.40243016E-19  3.75447493E-02  1.06581881E-04 -5.20116346E-17  2.81923247E-06
  3.78055386E-02  3.00060277E-19  3.75579616E-02  1.14357107E-04  9.14787113E-17  3.03990939E-06
  4.04455996E-02  1.78160789E-19  3.75727146E-02  1.22326505E-04 -6.30107809E-18  3.26799064E-06
  4.31523760E-02  2.09045900E-19  3.75890262E-02  1.30494868E-04  5.30462854E-17  3.50366017E-06
  4.59275540E-02  8.20477320E-20  3.76069172E-02  1.38866969E-04 -7.67568551E-17  3.74724596E-06
  4.87728620E-02  1.22661359E-19  3.76264109E-02  1.47447550E-04 -6.00292250E-18  3.99925141E-06
  5.16900722E-02  1.68432273E-19  3.76475327E-02  1.56241414E-04  1.63291012E-17  4.26027331E-06
  5.46810017E-02  1.81970148E-20  3.76703104E-02  1.65253644E-04  4.82774899E-17  4.53079100E-06
  5.77475134E-02  1.45107275E-19  3.76947734E-02  1.74489851E-04 -1.04894019E-16  4.81092456E-06
  6.08915172E-02  1.31422885E-19  3.77209511E-02  1.83956301E-04  8.76984032E-17  5.10031481E-06
  6.41149715E-02  9.71972596E-20  3.77488710E-02  1.93659892E-04 -4.96251193E-17  5.39813802E-06
  6.74198839E-02  3.76393970E-20  3.77785574E-02  2.03608125E-04 -4.99918845E-17  5.70312745E-06
  7.08083130E-02  8.57472056E-20  3.78100318E-02  2.13809066E-04  5.30428972E-17  6.01360892E-06
  7.42823693E-02  9.31168501E-20  3.78433168E-02  2.24271085E-04  5.71399956E-17  6.32776064E-06
  7.78442166E-02  4.32543098E-20  3.78784404E-02  2.35002323E-04  3.97258452E-19  6.64414422E-06
  8.14960734E-02  7.51798973E-20  3.79154412E-02  2.46010270E-04 -4.04424351E-17  6.96214376E-06
  8.52402143E-02  1.50030138E-19  3.79543728E-02  2.57301825E-04 -5.23517183E-17  7.28189655E-06
  8.90789714E-02  7.21727014E-20  3.79953085E-02  2.68883754E-04  8.57807206E-17  7.60382635E-06
  9.30147357E-02  1.69985319E-19  3.80383479E-02  2.80762934E-04  3.87212642E-17  7.92837413E-06
  9.70499585E-02  8.26337872E-21  3.80836251E-02  2.92946271E-04 -1.05255702E-16  8.25606465E-06
  1.01187153E-01  5.93673946E-20  3.81313153E-02  3.05440857E-04 -2.37846852E-18  8.58734725E-06
  1.05428897E-01 -1.21254827E-19  3.81816382E-02  3.18254366E-04  3.71356185E-17  8.92223873E-06
  1.09777831E-01  8.67947793E-20  3.82348576E-02  3.31394832E-04  2.58497515E-17  9.26059390E-06
  1.14236665E-01  1.74175614E-19  3.82912749E-02  3.44869933E-04 -5.45777209E-17  9.60286496E-06
  1.18808176E-01  1.07013685E-19  3.83512108E-02  3.58687003E-04  2.13232074E-17  9.95013014E-06
  1.23495211E-01 -1.12229576E-19  3.84149830E-02  3.72853606E-04  1.74285499E-17  1.03035537E-05
  1.28300690E-01  4.21959764E-20  3.84828995E-02  3.87377366E-04  1.31290107E-18  1.06645893E-05
  1.33227605E-01  1.06193207E-19  3.85552770E-02  4.02265354E-04  2.71846754E-17  1.10355897E-05
  1.38279026E-01  7.66560239E-20  3.86324695E-02  4.17524383E-04 -1.07200490E-17  1.14195140E-05
  1.43458098E-01 -1.86365563E-20  3.87148862E-02  4.33162131E-04 -4.68561686E-17  1.18188119E-05
  1.48768048E-01  3.16469823E-21  3.88029790E-02  4.49187973E-04  4.12454223E-17  1.22346293E-05
  1.54212183E-01  8.96664499E-21  3.88972067E-02  4.65612774E-04 -3.72508150E-17  1.26670081E-05
  1.59793893E-01  7.63043907E-20  3.89979875E-02  4.82448697E-04  2.90430657E-17  1.31150244E-05
  1.65516656E-01  5.71989903E-20  3.91056522E-02  4.99710432E-04 -1.86770765E-17  1.35755410E-05
  1.71384036E-01 -1.17211046E-22  3.92204169E-02  5.17415965E-04  2.98053953E-17  1.40425354E-05
  1.77399688E-01 -1.61751243E-20  3.93424086E-02  5.35583143E-04 -2.30071089E-17  1.45105553E-05
  1.83567357E-01  7.67732349E-20  3.94717441E-02  5.54224185E-04  1.25462520E-17  1.49801565E-05
  1.89890887E-01 -1.04903886E-19  3.96086004E-02  5.73346467E-04 -4.14707331E-18  1.54572962E-05
  1.96374214E-01 -3.53977358E-20  3.97532219E-02  5.92959434E-04  2.22939072E-18  1.59468067E-05
  2.03021379E-01  4.54778857E-20  3.99058863E-02  6.13076964E-04 -9.85946351E-18  1.64499227E-05
  2.09836521E-01  2.81306510E-20  4.00669101E-02  6.33713518E-04 -4.93311988E-18  1.69672654E-05
  2.16823884E-01  1.46513807E-20  4.02366985E-02  6.54881538E-04  3.35797742E-17  1.75007320E-05
  2.23987821E-01 -6.27079094E-20  4.04157064E-02  6.76597643E-04 -3.22041927E-17  1.80476946E-05
  2.31332795E-01  6.76307734E-20  4.06043128E-02  6.98886629E-04 -1.95359679E-17  1.85977963E-05
  2.38863379E-01  2.78962289E-20  4.08027514E-02  7.21776186E-04  3.17569593E-17  1.91382923E-05
  2.46584264E-01 -4.71188404E-20  4.10111224E-02  7.45289797E-04 -2.37169225E-17  1.96608341E-05
  2.54500260E-01  1.00801499E-19  4.12294729E-02  7.69440163E-04  4.68815796E-17  2.01674277E-05
  2.62616297E-01  6.01292664E-20  4.14579497E-02  7.94229381E-04 -1.62867495E-17  2.06696651E-05
  2.70937429E-01  2.00430888E-20  4.16968812E-02  8.19657145E-04 -3.40270076E-17  2.11812190E-05
  2.79468841E-01 -1.20727377E-20  4.19467131E-02  8.45731848E-04  2.60072996E-17  2.17078398E-05
  2.88215845E-01 -5.01663275E-20  4.22080946E-02  8.72462210E-04  2.06337226E-18  2.22557518E-05
  2.97183890E-01 -9.37688365E-21  4.24815829E-02  8.99866082E-04 -4.85858099E-18  2.28230335E-05
  3.06378562E-01 -7.03266274E-21  4.27672435E-02  9.27977383E-04 -9.85607537E-18  2.33928546E-05
  3.15805587E-01  1.96328502E-20  4.30651306E-02  9.56815025E-04 -6.09863722E-18  2.39636848E-05
  3.25470838E-01  1.79332900E-20  4.33757807E-02  9.86388151E-04  7.66734224E-18  2.45441669E-05
  3.35380334E-01 -5.98948443E-20  4.37002666E-02  1.01671881E-03  2.10098052E-17  2.51305649E-05
  3.45540247E-01  7.33741146E-20  4.40395003E-02  1.04783612E-03 -1.36914406E-17  2.57126213E-05
  3.55956907E-01  1.11013512E-19  4.43932386E-02  1.07976104E-03  3.91668035E-18  2.62901721E-05
  3.66636800E-01 -3.22550146E-20  4.47600820E-02  1.11249520E-03 -8.83285957E-18  2.68838529E-05
  3.77586579E-01  5.72282931E-20  4.51379845E-02  1.14604455E-03  1.07471540E-17  2.75101266E-05
  3.88813063E-01  9.04136704E-20  4.55244050E-02  1.18043091E-03  4.30631550E-18  2.81698725E-05
  4.00323051E-01 -6.65392455E-20  4.59149059E-02  1.21567852E-03 -1.78215732E-17  2.88605048E-05
  4.11855083E-01  9.91898474E-21  4.62968688E-02  1.25098512E-03  1.36711118E-17  2.95620128E-05
  4.23173274E-01  6.46638688E-20  4.66639591E-02  1.28564748E-03 -1.97460321E-17  3.02297710E-05
  4.34281589E-01  1.48491743E-20  4.70193167E-02  1.31970007E-03  1.40471944E-17  3.08366568E-05
  4.45183920E-01  1.07753579E-19  4.73647182E-02  1.35313658E-03 -1.01034090E-17  3.14070331E-05
  4.55884086E-01  2.91086306E-20  4.77021802E-02  1.38593025E-03  8.64651233E-18  3.19835325E-05
  4.66385837E-01 -2.04972816E-20  4.80332092E-02  1.41808341E-03  9.41900637E-18  3.25708502E-05
  4.76692850E-01  1.02969904E-19  4.83589611E-02  1.44962829E-03  3.72016870E-18  3.31439525E-05
  4.86808738E-01  7.39015643E-20  4.86798587E-02  1.48056098E-03 -1.03880121E-17  3.37184125E-05
  4.96737045E-01  9.40032586E-20  4.89957023E-02  1.51086887E-03  2.82570191E-18  3.43223226E-05
  5.06481249E-01  5.19244932E-20  4.93064750E-02  1.54058185E-03 -2.37101463E-17  3.49432185E-05
  5.16044763E-01  7.77109233E-20  4.96128713E-02  1.56974435E-03  5.55653613E-18  3.55529169E-05
  5.25430939E-01  3.16469823E-21  4.99157093E-02  1.59838537E-03  2.12164813E-17  3.61375921E-05
  5.34643064E-01  2.87167062E-20  5.02155254E-02  1.62649693E-03  1.59919820E-18  3.67160960E-05
  5.43684367E-01  6.07153217E-20  5.05119923E-02  1.65409062E-03 -2.14943081E-17  3.72827815E-05
  5.52558014E-01  3.98517555E-20  5.08040857E-02  1.68117317E-03  2.20025278E-17  3.78366300E-05
  5.61267116E-01  2.93027614E-20  5.10908768E-02  1.70772804E-03 -6.11896601E-18  3.84011425E-05
  5.69814722E-01  3.61010021E-20  5.13717047E-02  1.73375396E-03 -2.39337630E-17  3.89849224E-05
  5.78203828E-01  1.52374359E-21  5.16459598E-02  1.75927025E-03  1.14112279E-17  3.95764563E-05
  5.86437372E-01  5.50891915E-20  5.19131099E-02  1.78430727E-03 -4.20128342E-18  4.01552749E-05
  5.94518240E-01  1.92167509E-19  5.21728782E-02  1.80888042E-03  5.80048162E-18  4.07176711E-05
  6.02449263E-01 -1.68197851E-20  5.24253253E-02  1.83297674E-03  1.29426634E-17  4.12883892E-05
  6.10233218E-01 -7.67732349E-21  5.26707853E-02  1.85659479E-03  4.64851681E-18  4.18790887E-05
  6.17872833E-01  1.31745215E-19  5.29097147E-02  1.87975156E-03 -4.06304764E-17  4.24812059E-05
  6.25370786E-01  9.89261225E-20  5.31424263E-02  1.90245784E-03  1.58022467E-17  4.30921528E-05
  6.32729701E-01  1.42587237E-19  5.33688579E-02  1.92472188E-03 -4.51976781E-18  4.37126460E-05
  6.39952159E-01  4.60639409E-20  5.35886234E-02  1.94655418E-03  3.18077812E-17  4.43416208E-05
  6.47040689E-01  4.71188404E-20  5.38013648E-02  1.96796795E-03 -2.45368504E-17  4.49750156E-05
  6.53997774E-01  4.09359577E-20  5.40069654E-02  1.98897679E-03  2.88939879E-17  4.56076290E-05
  6.60825853E-01  8.00844470E-20  5.42054643E-02  2.00958524E-03 -4.56720165E-18  4.62424434E-05
  6.67527316E-01  2.32876371E-19  5.43970769E-02  2.02979294E-03 -4.41134759E-18  4.68867884E-05
  6.74104513E-01  8.44249185E-20  5.45822335E-02  2.04960606E-03  2.02881332E-17  4.75414932E-05
  6.80559747E-01  1.17163429E-19  5.47614776E-02  2.06904098E-03 -2.85145171E-17  4.81973502E-05
  6.86895280E-01  7.53483881E-20  5.49353106E-02  2.08811146E-03 -1.04422222E-17  4.88479868E-05
  6.93113332E-01  1.06464258E-19  5.51041816E-02  2.10681791E-03 -6.03087458E-18  4.95007527E-05
  6.99216080E-01  1.34726771E-19  5.52683665E-02  2.12516154E-03  1.75505227E-17  5.01616078E-05
  7.05205664E-01  6.70886723E-20  5.54278709E-02  2.14315244E-03  1.61681649E-17  5.08266334E-05
  7.11084182E-01  6.10303263E-20  5.55825526E-02  2.16080098E-03 -2.41234983E-17  5.14906600E-05
  7.16853693E-01  1.35238654E-19  5.57323157E-02  2.17811412E-03  2.81892565E-17  5.21514143E-05
  7.22516218E-01  2.06401326E-20  5.58771692E-02  2.19509200E-03 -2.49230974E-17  5.28135180E-05
  7.28073742E-01  1.17570005E-19  5.60171568E-02  2.21172711E-03 -8.11796377E-18  5.34898793E-05
  7.33528211E-01  1.01490114E-19  5.61523218E-02  2.22801587E-03  6.70850094E-18  5.41901467E-05
  7.38881536E-01  1.41004888E-19  5.62827004E-02  2.24396647E-03 -2.08708918E-18  5.49127481E-05
  7.44135594E-01  1.28580517E-19  5.64083157E-02  2.25959516E-03 -6.24093876E-18  5.56480858E-05
  7.49292224E-01  1.03028509E-19  5.65292456E-02  2.27491571E-03 -1.60394159E-17  5.63884385E-05
  7.54353234E-01  1.65853630E-19  5.66456608E-02  2.28993309E-03  4.09760659E-17  5.71341469E-05
  7.59320395E-01  1.78629634E-19  5.67577395E-02  2.30464980E-03 -1.71303943E-17  5.78875137E-05
  7.64195450E-01  1.72769081E-19  5.68656358E-02  2.31907013E-03  2.60886148E-18  5.86490649E-05
  7.68980105E-01  1.92343326E-19  5.69695486E-02  2.33319615E-03  1.87499213E-17  5.94219957E-05
  7.73676037E-01  1.28697728E-19  5.70697337E-02  2.34703126E-03 -9.69005692E-18  6.02084715E-05
  7.78284892E-01  1.74058403E-19  5.71664554E-02  2.36058434E-03 -1.16551734E-17  6.10052788E-05
  7.82808283E-01  2.14144580E-19  5.72599606E-02  2.37386072E-03  2.39608680E-17  6.18127426E-05
  7.87247796E-01  1.33913620E-19  5.73504778E-02  2.38685834E-03 -3.91803560E-17  6.26382241E-05
  7.91604985E-01  1.97969456E-19  5.74381889E-02  2.39957619E-03 -1.22514845E-17  6.34876031E-05
  7.95881379E-01  2.04533275E-19  5.75231835E-02  2.41201998E-03  4.43438689E-17  6.43598931E-05
  8.00078474E-01  1.73706770E-19  5.76054524E-02  2.42419859E-03 -2.22532496E-17  6.52510099E-05
  8.04197741E-01  1.71245338E-19  5.76849372E-02  2.43611751E-03 -2.19415415E-17  6.61601781E-05
  8.08240624E-01  2.06057018E-19  5.77615852E-02  2.44778007E-03  2.69017664E-17  6.70884444E-05
  8.12208538E-01  1.98438300E-19  5.78353592E-02  2.45919195E-03 -4.36391374E-18  6.80342549E-05
  8.16102875E-01  1.66791318E-19  5.79062164E-02  2.47035923E-03 -2.04643160E-18  6.89957267E-05
  8.19924998E-01  1.88358150E-19  5.79741012E-02  2.48128413E-03 -1.28749008E-18  6.99749689E-05
  8.23676246E-01  1.83786920E-19  5.80389519E-02  2.49196713E-03  4.44251840E-17  7.09758438E-05
  8.27357934E-01  2.19653500E-19  5.81007094E-02  2.50241012E-03 -7.35495649E-17  7.20007006E-05
  8.30971351E-01  1.71831393E-19  5.81593236E-02  2.51261480E-03  4.38830829E-17  7.30519154E-05
  8.34517764E-01  2.63109495E-19  5.82147503E-02  2.52258240E-03 -9.94755493E-18  7.41321717E-05
  8.37998415E-01  2.05192587E-19  5.82669357E-02  2.53231521E-03  4.27040131E-17  7.52430086E-05
  8.41414523E-01  2.54619020E-19  5.83157991E-02  2.54181683E-03 -3.15231782E-17  7.63846773E-05
  8.44767286E-01  2.32151127E-19  5.83612270E-02  2.55109170E-03  1.45418616E-17  7.75564929E-05
  8.48057877E-01  2.70545070E-19  5.84030858E-02  2.56014420E-03 -2.33781093E-17  7.87576814E-05
  8.51287450E-01  2.58677452E-19  5.84412290E-02  2.56897774E-03  3.00866103E-18  7.99882118E-05
  8.54457137E-01  2.78676587E-19  5.84754911E-02  2.57759412E-03  1.84991996E-17  8.12493860E-05
  8.57568047E-01  2.60398989E-19  5.85056803E-02  2.58599329E-03 -2.55736187E-17  8.25442223E-05
  8.60621271E-01  2.10012891E-19  5.85315784E-02  2.59417432E-03  2.91243809E-17  8.38765650E-05
  8.63617878E-01  2.78244371E-19  5.85529424E-02  2.60213707E-03 -3.96411419E-17  8.52494568E-05
  8.66558918E-01  2.65688138E-19  5.85695140E-02  2.60988219E-03  1.98544523E-17  8.66651684E-05
  8.69445421E-01  2.36707707E-19  5.85810278E-02  2.61741024E-03  5.74627151E-18  8.81259531E-05
  8.72278400E-01  1.97617823E-19  5.85872076E-02  2.62472142E-03  8.33480420E-18  8.96343309E-05
  8.75058846E-01  2.60999696E-19  5.85877566E-02  2.63181527E-03 -1.90141956E-17  9.11934254E-05
  8.77787733E-01  2.89159650E-19  5.85823506E-02  2.63869067E-03 -4.14842856E-17  9.28070325E-05
  8.80466018E-01  2.62318320E-19  5.85706415E-02  2.64534630E-03  6.97413047E-17  9.44791750E-05
  8.83094639E-01  3.26784395E-19  5.85522662E-02  2.65178108E-03 -7.96210970E-17  9.62135912E-05
  8.85674517E-01  2.25279630E-19  5.85268570E-02  2.65799436E-03  2.32561366E-17  9.80136052E-05
  8.88206555E-01  2.52765620E-19  5.84940483E-02  2.66398555E-03  8.51640806E-17  9.98824268E-05
  8.90691642E-01  2.90859210E-19  5.84534765E-02  2.66975356E-03 -1.17351333E-16  1.01823711E-04
  8.93130646E-01  2.86346585E-19  5.84047735E-02  2.67529625E-03  1.44768095E-16  1.03842047E-04
  8.95524424E-01  3.18521017E-19  5.83475556E-02  2.68061075E-03 -8.02851709E-17  1.05942706E-04
  8.97873813E-01  2.68647717E-19  5.82814162E-02  2.68569411E-03  2.57498016E-17  1.08131005E-04
  9.00179636E-01  3.11781381E-19  5.82059230E-02  2.69054288E-03 -4.40457133E-17  1.10412683E-04
  9.02442703E-01  2.72691498E-19  5.81206236E-02  2.69515254E-03  3.00459527E-17  1.12794535E-04
  9.04663804E-01  3.01994259E-19  5.80250522E-02  2.69951782E-03  3.36102673E-18  1.15284019E-04
  9.06843720E-01  3.32469131E-19  5.79187324E-02  2.70363353E-03 -8.18843691E-17  1.17888511E-04
  9.08983212E-01  2.81833959E-19  5.78011773E-02  2.70749495E-03  6.48488424E-17  1.20614918E-04
  9.11083032E-01  2.89862916E-19  5.76718904E-02  2.71109743E-03  5.18248638E-17  1.23470083E-04
  9.13143914E-01  3.41787409E-19  5.75303688E-02  2.71443528E-03 -1.74556550E-17  1.26461890E-04
  9.15166580E-01  2.98302111E-19  5.73761049E-02  2.71750127E-03 -9.02327258E-17  1.29599818E-04
  9.17151740E-01  2.70405882E-19  5.72085889E-02  2.72028688E-03  8.32396218E-17  1.32894639E-04
  9.19100088E-01  3.62416553E-19  5.70273121E-02  2.72278262E-03  1.74556550E-17  1.36358137E-04
  9.21012308E-01  3.22916431E-19  5.68317699E-02  2.72497799E-03 -3.20923843E-17  1.40003106E-04
  9.22889068E-01  3.54563413E-19  5.66214660E-02  2.72686128E-03 -7.07984019E-17  1.43843567E-04
  9.24731028E-01  3.21627109E-19  5.63959170E-02  2.72841921E-03  9.58976822E-17  1.47895121E-04
  9.26538832E-01  3.22682009E-19  5.61546539E-02  2.72963676E-03 -1.11212038E-16  1.52175105E-04
  9.28313113E-01  3.31238415E-19  5.58972211E-02  2.73049735E-03  8.74138002E-17  1.56702397E-04
  9.30054493E-01  3.27136028E-19  5.56231738E-02  2.73098301E-03  1.49077799E-17  1.61497238E-04
  9.31763582E-01  3.20923843E-19  5.53320774E-02  2.73107432E-03 -4.26091454E-17  1.66581296E-04
  9.33440980E-01  3.57024845E-19  5.50235093E-02  2.73075024E-03  1.04896560E-17  1.71977829E-04
  9.35087273E-01  3.53625725E-19  5.46970619E-02  2.72998813E-03 -1.39048929E-17  1.77711687E-04
  9.36703038E-01  3.65698463E-19  5.43523447E-02  2.72876409E-03  1.41379963E-16  1.83809022E-04
  9.38288842E-01  3.79998210E-19  5.39889863E-02  2.72705324E-03 -2.00983978E-16  1.90296982E-04
  9.39845239E-01  3.61596076E-19  5.36066367E-02  2.72482961E-03  8.76306406E-17  1.97203852E-04
  9.41372776E-01  3.80467054E-19  5.32049702E-02  2.72206546E-03 -3.18484388E-17  2.04559677E-04
  9.42871988E-01  3.57610900E-19  5.27836877E-02  2.71873060E-03  7.71680896E-17  2.12396938E-04
  9.44343399E-01  3.66753362E-19  5.23425204E-02  2.71479213E-03 -1.22054060E-16  2.20750813E-04
  9.45787526E-01  3.85507129E-19  5.18812313E-02  2.71021446E-03  7.19368141E-17  2.29659113E-04
  9.47204874E-01  3.75309768E-19  5.13996172E-02  2.70495937E-03  7.80625564E-17  2.39162250E-04
  9.48595939E-01  3.71207382E-19  5.08975093E-02  2.69898587E-03 -1.65828722E-16  2.49303358E-04
  9.49961210E-01  4.04495319E-19  5.03747744E-02  2.69225004E-03  1.10859672E-16  2.60128452E-04
  9.51301164E-01  3.93711902E-19  4.98313154E-02  2.68470477E-03  3.04660810E-17  2.71686680E-04
  9.52616271E-01  3.90781626E-19  4.92670737E-02  2.67629952E-03 -9.51929507E-17  2.84030594E-04
