
  ----- YM PROFILES ------------------------------------------

         ym          U         u'          W         w'          P         p'
  4.17989878E-02  1.25794679E+00  4.59885685E-02  1.70611699E-05  3.76138820E-02 -2.67566769E-03  2.53076312E-03
  4.45399650E-02  1.25782877E+00  4.60373287E-02  1.37519353E-05  3.76440221E-02 -2.67670739E-03  2.53377754E-03
  4.73502080E-02  1.25769935E+00  4.60900627E-02  9.79394071E-06  3.76770875E-02 -2.67780973E-03  2.53702779E-03
  5.02314671E-02  1.25755773E+00  4.61470985E-02  5.14565806E-06  3.77131186E-02 -2.67897424E-03  2.54052565E-03
  5.31855370E-02  1.25740306E+00  4.62087631E-02 -2.35975057E-07  3.77521253E-02 -2.68020068E-03  2.54428450E-03
  5.62142576E-02  1.25723441E+00  4.62753851E-02 -6.38801229E-06  3.77940832E-02 -2.68148922E-03  2.54831940E-03
  5.93195153E-02  1.25705081E+00  4.63473048E-02 -1.33307077E-05  3.78389335E-02 -2.68284038E-03  2.55264713E-03
  6.25032444E-02  1.25685124E+00  4.64248874E-02 -2.10567575E-05  3.78865964E-02 -2.68425506E-03  2.55728618E-03
  6.57674277E-02  1.25663468E+00  4.65085393E-02 -2.95242072E-05  3.79370004E-02 -2.68573429E-03  2.56225656E-03
  6.91140985E-02  1.25640011E+00  4.65987267E-02 -3.86551361E-05  3.79901238E-02 -2.68727913E-03  2.56757976E-03
  7.25453412E-02  1.25614652E+00  4.66959656E-02 -4.83412253E-05  3.80460303E-02 -2.68889051E-03  2.57327851E-03
  7.60632930E-02  1.25587293E+00  4.68007661E-02 -5.84563816E-05  3.81048747E-02 -2.69056923E-03  2.57937671E-03
  7.96701450E-02  1.25557841E+00  4.69135583E-02 -6.88726069E-05  3.81668649E-02 -2.69231614E-03  2.58589938E-03
  8.33681439E-02  1.25526199E+00  4.70346618E-02 -7.94710082E-05  3.82322106E-02 -2.69413249E-03  2.59287290E-03
  8.71595929E-02  1.25492268E+00  4.71643199E-02 -9.01423864E-05  3.83010893E-02 -2.69602038E-03  2.60032531E-03
  9.10468536E-02  1.25455941E+00  4.73027700E-02 -1.00781883E-04  3.83736539E-02 -2.69798342E-03  2.60828683E-03
  9.50323471E-02  1.25417106E+00  4.74503171E-02 -1.11290212E-04  3.84500988E-02 -2.70002734E-03  2.61679012E-03
  9.91185559E-02  1.25375645E+00  4.76073899E-02 -1.21584011E-04  3.85307333E-02 -2.70216041E-03  2.62587021E-03
  1.03308025E-01  1.25331430E+00  4.77745419E-02 -1.31589101E-04  3.86159903E-02 -2.70439364E-03  2.63556384E-03
  1.07603364E-01  1.25284330E+00  4.79523721E-02 -1.41183360E-04  3.87063714E-02 -2.70674077E-03  2.64590865E-03
  1.12007248E-01  1.25234208E+00  4.81414261E-02 -1.50108478E-04  3.88023562E-02 -2.70921818E-03  2.65694300E-03
  1.16522421E-01  1.25180920E+00  4.83421975E-02 -1.57934918E-04  3.89043290E-02 -2.71184429E-03  2.66870635E-03
  1.21151694E-01  1.25124310E+00  4.85552146E-02 -1.64136862E-04  3.90126221E-02 -2.71463821E-03  2.68123951E-03
  1.25897950E-01  1.25064208E+00  4.87810302E-02 -1.68223989E-04  3.91276644E-02 -2.71761854E-03  2.69458439E-03
  1.30764147E-01  1.25000428E+00  4.90201009E-02 -1.69844471E-04  3.92500378E-02 -2.72080344E-03  2.70878350E-03
  1.35753315E-01  1.24932761E+00  4.92727535E-02 -1.68836251E-04  3.93803031E-02 -2.72421234E-03  2.72387940E-03
  1.40868562E-01  1.24860971E+00  4.95392772E-02 -1.65231040E-04  3.95186912E-02 -2.72786850E-03  2.73991551E-03
  1.46113073E-01  1.24784792E+00  4.98199512E-02 -1.59234862E-04  3.96649767E-02 -2.73180045E-03  2.75693777E-03
  1.51490115E-01  1.24703941E+00  5.01149163E-02 -1.51249904E-04  3.98186984E-02 -2.73604128E-03  2.77499590E-03
  1.57003038E-01  1.24618117E+00  5.04241003E-02 -1.41919849E-04  3.99794675E-02 -2.74062560E-03  2.79414473E-03
  1.62655275E-01  1.24527013E+00  5.07474042E-02 -1.32087801E-04  4.01471406E-02 -2.74558534E-03  2.81444441E-03
  1.68450346E-01  1.24430326E+00  5.10851518E-02 -1.22646356E-04  4.03218236E-02 -2.75094586E-03  2.83595802E-03
  1.74391862E-01  1.24327785E+00  5.14381829E-02 -1.14283663E-04  4.05038436E-02 -2.75672471E-03  2.85874784E-03
  1.80483522E-01  1.24219150E+00  5.18070760E-02 -1.07225638E-04  4.06940600E-02 -2.76293434E-03  2.88286960E-03
  1.86729122E-01  1.24104165E+00  5.21915047E-02 -1.01269190E-04  4.08943526E-02 -2.76958584E-03  2.90836287E-03
  1.93132551E-01  1.23982519E+00  5.25907676E-02 -9.61093939E-05  4.11070416E-02 -2.77669037E-03  2.93524529E-03
  1.99697797E-01  1.23853849E+00  5.30048072E-02 -9.16473663E-05  4.13332059E-02 -2.78425971E-03  2.96351845E-03
  2.06428950E-01  1.23717765E+00  5.34345874E-02 -8.80404737E-05  4.15722497E-02 -2.79230935E-03  2.99317948E-03
  2.13330202E-01  1.23573855E+00  5.38813970E-02 -8.55811129E-05  4.18234869E-02 -2.80086333E-03  3.02422790E-03
  2.20405853E-01  1.23421669E+00  5.43461711E-02 -8.47877945E-05  4.20871851E-02 -2.80995361E-03  3.05666560E-03
  2.27660308E-01  1.23260761E+00  5.48292029E-02 -8.65743709E-05  4.23638391E-02 -2.81961156E-03  3.09049499E-03
  2.35098087E-01  1.23090758E+00  5.53298850E-02 -9.17727832E-05  4.26529830E-02 -2.82986095E-03  3.12572671E-03
  2.42723821E-01  1.22911393E+00  5.58481108E-02 -1.00235021E-04  4.29538228E-02 -2.84071656E-03  3.16238290E-03
  2.50542262E-01  1.22722475E+00  5.63848094E-02 -1.11080589E-04  4.32668437E-02 -2.85218603E-03  3.20048326E-03
  2.58558278E-01  1.22523792E+00  5.69409428E-02 -1.23827727E-04  4.35932142E-02 -2.86427732E-03  3.24004824E-03
  2.66776863E-01  1.22315015E+00  5.75172438E-02 -1.38370588E-04  4.39334201E-02 -2.87700871E-03  3.28111796E-03
  2.75203135E-01  1.22095665E+00  5.81137007E-02 -1.54081559E-04  4.42878530E-02 -2.89041076E-03  3.32372906E-03
  2.83842343E-01  1.21865180E+00  5.87296399E-02 -1.68873927E-04  4.46574348E-02 -2.90452823E-03  3.36789155E-03
  2.92699868E-01  1.21622906E+00  5.93642673E-02 -1.80363421E-04  4.50432381E-02 -2.91941288E-03  3.41360431E-03
  3.01781226E-01  1.21368178E+00  6.00183950E-02 -1.87482579E-04  4.54467697E-02 -2.93508923E-03  3.46085994E-03
  3.11092075E-01  1.21100493E+00  6.06939238E-02 -1.90525745E-04  4.58686152E-02 -2.95155595E-03  3.50969588E-03
  3.20638213E-01  1.20819346E+00  6.13918998E-02 -1.91053620E-04  4.63096887E-02 -2.96883005E-03  3.56022174E-03
  3.30425586E-01  1.20524112E+00  6.21113037E-02 -1.90520425E-04  4.67716043E-02 -2.98697252E-03  3.61256329E-03
  3.40460291E-01  1.20214186E+00  6.28493777E-02 -1.89749620E-04  4.72525611E-02 -3.00606806E-03  3.66683222E-03
  3.50748577E-01  1.19889068E+00  6.36067818E-02 -1.90427680E-04  4.77494184E-02 -3.02615159E-03  3.72310829E-03
  3.61296853E-01  1.19548246E+00  6.43860706E-02 -1.93091338E-04  4.82613495E-02 -3.04715863E-03  3.78140993E-03
  3.72111689E-01  1.19190921E+00  6.51880787E-02 -1.94922997E-04  4.87896514E-02 -3.06893754E-03  3.84158023E-03
  3.83199821E-01  1.18816032E+00  6.60119911E-02 -1.94855794E-04  4.93366556E-02 -3.09127057E-03  3.90337108E-03
  3.94568057E-01  1.18422455E+00  6.68560170E-02 -1.95469245E-04  4.99020651E-02 -3.11381969E-03  3.96663193E-03
  4.06089067E-01  1.18013810E+00  6.77054994E-02 -2.02118127E-04  5.04702312E-02 -3.13647196E-03  4.03048548E-03
  4.17514179E-01  1.17598716E+00  6.85450366E-02 -2.17597150E-04  5.10220543E-02 -3.15866022E-03  4.09360112E-03
  4.28727432E-01  1.17182117E+00  6.93744725E-02 -2.41990012E-04  5.15550445E-02 -3.17990971E-03  4.15550745E-03
  4.39732755E-01  1.16765034E+00  7.01882601E-02 -2.74643518E-04  5.20759154E-02 -3.20041302E-03  4.21623383E-03
  4.50534003E-01  1.16348114E+00  7.09788564E-02 -3.11945012E-04  5.25856241E-02 -3.22033186E-03  4.27580141E-03
  4.61134961E-01  1.15931414E+00  7.17466378E-02 -3.51408244E-04  5.30836829E-02 -3.23982382E-03  4.33428421E-03
  4.71539343E-01  1.15514931E+00  7.24931450E-02 -3.88673341E-04  5.35697763E-02 -3.25902067E-03  4.39192049E-03
  4.81750794E-01  1.15098979E+00  7.32167090E-02 -4.17718123E-04  5.40451323E-02 -3.27800725E-03  4.44901281E-03
  4.91772892E-01  1.14683664E+00  7.39170082E-02 -4.35767864E-04  5.45110334E-02 -3.29679579E-03  4.50568184E-03
  5.01609147E-01  1.14268750E+00  7.45973079E-02 -4.41660706E-04  5.49665603E-02 -3.31537223E-03  4.56184384E-03
  5.11263006E-01  1.13854163E+00  7.52598226E-02 -4.34680544E-04  5.54114586E-02 -3.33377227E-03  4.61743532E-03
  5.20737851E-01  1.13440164E+00  7.59044509E-02 -4.16946657E-04  5.58464544E-02 -3.35207285E-03  4.67255062E-03
  5.30037001E-01  1.13027160E+00  7.65288107E-02 -3.92902480E-04  5.62728127E-02 -3.37034234E-03  4.72731310E-03
  5.39163715E-01  1.12615325E+00  7.71318341E-02 -3.67000753E-04  5.66921866E-02 -3.38859126E-03  4.78170360E-03
  5.48121191E-01  1.12204889E+00  7.77137947E-02 -3.41476238E-04  5.71062530E-02 -3.40674566E-03  4.83555537E-03
  5.56912565E-01  1.11796079E+00  7.82757307E-02 -3.15981892E-04  5.75159008E-02 -3.42469702E-03  4.88873199E-03
  5.65540919E-01  1.11388864E+00  7.88207369E-02 -2.90006038E-04  5.79186919E-02 -3.44235517E-03  4.94123787E-03
  5.74009275E-01  1.10983124E+00  7.93536699E-02 -2.64320758E-04  5.83117407E-02 -3.45964919E-03  4.99313396E-03
  5.82320600E-01  1.10578866E+00  7.98774192E-02 -2.39607466E-04  5.86939863E-02 -3.47651600E-03  5.04441390E-03
  5.90477806E-01  1.10176301E+00  8.03934756E-02 -2.16376052E-04  5.90663185E-02 -3.49290585E-03  5.09501128E-03
  5.98483751E-01  1.09775667E+00  8.09024207E-02 -1.95858996E-04  5.94319314E-02 -3.50879457E-03  5.14485294E-03
  6.06341240E-01  1.09376951E+00  8.14039882E-02 -1.79444761E-04  5.97929247E-02 -3.52418546E-03  5.19389082E-03
  6.14053026E-01  1.08980030E+00  8.18984295E-02 -1.67901221E-04  6.01483858E-02 -3.53910431E-03  5.24215045E-03
  6.21621810E-01  1.08584869E+00  8.23865881E-02 -1.60727015E-04  6.04961086E-02 -3.55358190E-03  5.28968779E-03
  6.29050244E-01  1.08191457E+00  8.28698336E-02 -1.56602098E-04  6.08350476E-02 -3.56762429E-03  5.33651104E-03
  6.36340930E-01  1.07799780E+00  8.33486773E-02 -1.54612883E-04  6.11652932E-02 -3.58120011E-03  5.38258860E-03
  6.43496424E-01  1.07409836E+00  8.38218884E-02 -1.54016529E-04  6.14869850E-02 -3.59426077E-03  5.42788351E-03
  6.50519232E-01  1.07021655E+00  8.42880224E-02 -1.54022883E-04  6.18003561E-02 -3.60677190E-03  5.47235799E-03
  6.57411813E-01  1.06635313E+00  8.47468823E-02 -1.54308929E-04  6.21057171E-02 -3.61871966E-03  5.51597508E-03
  6.64176584E-01  1.06250858E+00  8.51986620E-02 -1.54876309E-04  6.24036861E-02 -3.63010840E-03  5.55873560E-03
  6.70815915E-01  1.05868274E+00  8.56439920E-02 -1.55652116E-04  6.26957294E-02 -3.64096331E-03  5.60069980E-03
  6.77332130E-01  1.05487542E+00  8.60830086E-02 -1.56364771E-04  6.29828022E-02 -3.65132800E-03  5.64194087E-03
  6.83727513E-01  1.05108714E+00  8.65150710E-02 -1.56605903E-04  6.32646494E-02 -3.66125078E-03  5.68250644E-03
  6.90004306E-01  1.04731892E+00  8.69392412E-02 -1.56027598E-04  6.35401066E-02 -3.67077656E-03  5.72242687E-03
  6.96164706E-01  1.04357115E+00  8.73546962E-02 -1.54358247E-04  6.38086116E-02 -3.67994032E-03  5.76172548E-03
  7.02210872E-01  1.03984377E+00  8.77618642E-02 -1.51609295E-04  6.40715359E-02 -3.68875204E-03  5.80042061E-03
  7.08144923E-01  1.03613701E+00  8.81617119E-02 -1.48104031E-04  6.43300407E-02 -3.69719756E-03  5.83853222E-03
  7.13968937E-01  1.03245146E+00  8.85550328E-02 -1.44240463E-04  6.45839555E-02 -3.70525740E-03  5.87608616E-03
  7.19684955E-01  1.02878783E+00  8.89421740E-02 -1.40544665E-04  6.48324227E-02 -3.71292164E-03  5.91312032E-03
  7.25294980E-01  1.02514649E+00  8.93226671E-02 -1.37647030E-04  6.50744509E-02 -3.72018906E-03  5.94967555E-03
  7.30800976E-01  1.02152690E+00  8.96959412E-02 -1.35814696E-04  6.53096104E-02 -3.72706094E-03  5.98578867E-03
  7.36204874E-01  1.01792792E+00  9.00621489E-02 -1.34864515E-04  6.55384679E-02 -3.73353841E-03  6.02150109E-03
  7.41508565E-01  1.01434857E+00  9.04222900E-02 -1.34407602E-04  6.57621375E-02 -3.73962041E-03  6.05685676E-03
  7.46713909E-01  1.01078856E+00  9.07776621E-02 -1.34034304E-04  6.59814442E-02 -3.74530703E-03  6.09188956E-03
  7.51822729E-01  1.00724808E+00  9.11291773E-02 -1.33280392E-04  6.61969810E-02 -3.75060657E-03  6.12661815E-03
  7.56836815E-01  1.00372730E+00  9.14773484E-02 -1.31623583E-04  6.64096039E-02 -3.75553306E-03  6.16104354E-03
  7.61757923E-01  1.00022623E+00  9.18226681E-02 -1.28692170E-04  6.66203737E-02 -3.76009882E-03  6.19515445E-03
  7.66587778E-01  9.96744889E-01  9.21656568E-02 -1.24270038E-04  6.68302583E-02 -3.76431707E-03  6.22894676E-03
  7.71328071E-01  9.93283070E-01  9.25066247E-02 -1.18171668E-04  6.70401429E-02 -3.76820736E-03  6.26244138E-03
  7.75980465E-01  9.89840475E-01  9.28457181E-02 -1.10248649E-04  6.72504154E-02 -3.77179354E-03  6.29568498E-03
  7.80546587E-01  9.86417002E-01  9.31829438E-02 -1.00470079E-04  6.74607634E-02 -3.77509952E-03  6.32874048E-03
  7.85028039E-01  9.83012539E-01  9.35182647E-02 -8.90429430E-05  6.76706122E-02 -3.77814804E-03  6.36167489E-03
  7.89426391E-01  9.79626584E-01  9.38517951E-02 -7.63634444E-05  6.78796239E-02 -3.78095897E-03  6.39454792E-03
  7.93743182E-01  9.76258353E-01  9.41836387E-02 -6.28558626E-05  6.80877588E-02 -3.78354470E-03  6.42740345E-03
  7.97979926E-01  9.72907160E-01  9.45138327E-02 -4.89526637E-05  6.82951855E-02 -3.78590656E-03  6.46026581E-03
  8.02138107E-01  9.69572569E-01  9.48424074E-02 -3.51873415E-05  6.85022249E-02 -3.78803709E-03  6.49314387E-03
  8.06219182E-01  9.66254212E-01  9.51695264E-02 -2.21592503E-05  6.87092915E-02 -3.78992637E-03  6.52603991E-03
  8.10224581E-01  9.62951693E-01  9.54956467E-02 -1.02906777E-05  6.89168562E-02 -3.79156596E-03  6.55895571E-03
  8.14155707E-01  9.59664717E-01  9.58212443E-02  2.99653783E-07  6.91251186E-02 -3.79294816E-03  6.59189768E-03
  8.18013936E-01  9.56393103E-01  9.61465484E-02  9.67252308E-06  6.93337636E-02 -3.79406444E-03  6.62488303E-03
  8.21800622E-01  9.53136582E-01  9.64717571E-02  1.79601529E-05  6.95422516E-02 -3.79490549E-03  6.65793878E-03
  8.25517090E-01  9.49894733E-01  9.67972971E-02  2.53565379E-05  6.97502136E-02 -3.79546195E-03  6.69109060E-03
  8.29164642E-01  9.46667055E-01  9.71237478E-02  3.20651684E-05  6.99575928E-02 -3.79572524E-03  6.72435259E-03
  8.32744558E-01  9.43452978E-01  9.74517780E-02  3.82372547E-05  7.01645976E-02 -3.79568755E-03  6.75772695E-03
  8.36258089E-01  9.40251854E-01  9.77821390E-02  4.39715185E-05  7.03716030E-02 -3.79534077E-03  6.79121130E-03
  8.39706469E-01  9.37063011E-01  9.81154550E-02  4.93105253E-05  7.05789592E-02 -3.79467461E-03  6.82480717E-03
  8.43090904E-01  9.33885813E-01  9.84520965E-02  5.42404952E-05  7.07868247E-02 -3.79367529E-03  6.85852472E-03
  8.46412581E-01  9.30719692E-01  9.87922725E-02  5.87307319E-05  7.09951547E-02 -3.79232608E-03  6.89238175E-03
  8.49672664E-01  9.27564155E-01  9.91361758E-02  6.27597834E-05  7.12037718E-02 -3.79060856E-03  6.92639968E-03
  8.52872294E-01  9.24418742E-01  9.94840458E-02  6.63189366E-05  7.14124043E-02 -3.78850276E-03  6.96059954E-03
  8.56012592E-01  9.21282982E-01  9.98361110E-02  6.94302846E-05  7.16207654E-02 -3.78598627E-03  6.99499998E-03
  8.59094659E-01  9.18156322E-01  1.00192618E-01  7.21509920E-05  7.18286958E-02 -3.78303377E-03  7.02961741E-03
  8.62119574E-01  9.15038109E-01  1.00554020E-01  7.45496249E-05  7.20362136E-02 -3.77961697E-03  7.06446536E-03
  8.65088398E-01  9.11927626E-01  1.00921002E-01  7.66903660E-05  7.22433731E-02 -3.77570525E-03  7.09955228E-03
  8.68002170E-01  9.08824124E-01  1.01294289E-01  7.86167894E-05  7.24500959E-02 -3.77126679E-03  7.13487969E-03
  8.70861911E-01  9.05726830E-01  1.01674484E-01  8.03239447E-05  7.26561444E-02 -3.76626899E-03  7.17044228E-03
  8.73668623E-01  9.02634939E-01  1.02062068E-01  8.17523517E-05  7.28611912E-02 -3.76067768E-03  7.20622879E-03
  8.76423290E-01  8.99547599E-01  1.02457501E-01  8.28167679E-05  7.30648899E-02 -3.75445623E-03  7.24222321E-03
  8.79126876E-01  8.96463893E-01  1.02861319E-01  8.34446670E-05  7.32669203E-02 -3.74756525E-03  7.27840593E-03
  8.81780329E-01  8.93382838E-01  1.03274118E-01  8.36013572E-05  7.34670156E-02 -3.73996334E-03  7.31475533E-03
  8.84384578E-01  8.90303405E-01  1.03696507E-01  8.32938443E-05  7.36649436E-02 -3.73160826E-03  7.35124990E-03
  8.86940536E-01  8.87224530E-01  1.04129081E-01  8.25662330E-05  7.38604570E-02 -3.72245801E-03  7.38786979E-03
  8.89449098E-01  8.84145132E-01  1.04572439E-01  8.15032994E-05  7.40532568E-02 -3.71247122E-03  7.42459643E-03
  8.91911144E-01  8.81064095E-01  1.05027160E-01  8.02338885E-05  7.42429666E-02 -3.70160696E-03  7.46141107E-03
  8.94327535E-01  8.77980252E-01  1.05493785E-01  7.89113364E-05  7.44291437E-02 -3.68982369E-03  7.49829270E-03
  8.96699118E-01  8.74892365E-01  1.05972849E-01  7.76737733E-05  7.46113431E-02 -3.67707828E-03  7.53521692E-03
  8.99026725E-01  8.71799139E-01  1.06464922E-01  7.66137643E-05  7.47891857E-02 -3.66332546E-03  7.57215604E-03
  9.01311170E-01  8.68699212E-01  1.06970571E-01  7.57719921E-05  7.49623909E-02 -3.64851800E-03  7.60907925E-03
  9.03553254E-01  8.65591134E-01  1.07490330E-01  7.51470258E-05  7.51307589E-02 -3.63260746E-03  7.64595237E-03
  9.05753762E-01  8.62473364E-01  1.08024710E-01  7.47073535E-05  7.52941101E-02 -3.61554490E-03  7.68273748E-03
  9.07913466E-01  8.59344278E-01  1.08574238E-01  7.43979255E-05  7.54522198E-02 -3.59728113E-03  7.71939268E-03
  9.10033122E-01  8.56202190E-01  1.09139493E-01  7.41474413E-05  7.56047925E-02 -3.57776691E-03  7.75587239E-03
  9.12113473E-01  8.53045368E-01  1.09721083E-01  7.38850399E-05  7.57514782E-02 -3.55695331E-03  7.79212858E-03
  9.14155247E-01  8.49872008E-01  1.10319607E-01  7.35619720E-05  7.58919047E-02 -3.53479216E-03  7.82811178E-03
  9.16159160E-01  8.46680212E-01  1.10935653E-01  7.31668049E-05  7.60257057E-02 -3.51123641E-03  7.86377151E-03
  9.18125914E-01  8.43467962E-01  1.11569832E-01  7.27267460E-05  7.61525350E-02 -3.48624056E-03  7.89905600E-03
  9.20056198E-01  8.40233112E-01  1.12222764E-01  7.22943101E-05  7.62720625E-02 -3.45976116E-03  7.93391144E-03
  9.21950688E-01  8.36973380E-01  1.12895048E-01  7.19263088E-05  7.63839543E-02 -3.43175730E-03  7.96828159E-03
  9.23810048E-01  8.33686333E-01  1.13587209E-01  7.16685503E-05  7.64878599E-02 -3.40219127E-03  8.00210810E-03
  9.25634930E-01  8.30369371E-01  1.14299677E-01  7.15555722E-05  7.65834239E-02 -3.37102902E-03  8.03533073E-03
  9.27425972E-01  8.27019707E-01  1.15032811E-01  7.16196314E-05  7.66703069E-02 -3.33824032E-03  8.06788748E-03
  9.29183803E-01  8.23634349E-01  1.15786939E-01  7.18939879E-05  7.67481929E-02 -3.30379862E-03  8.09971452E-03
  9.30909038E-01  8.20210101E-01  1.16562370E-01  7.24055413E-05  7.68167776E-02 -3.26768101E-03  8.13074620E-03
  9.32602281E-01  8.16743551E-01  1.17359382E-01  7.31659564E-05  7.68757640E-02 -3.22986845E-03  8.16091560E-03
  9.34264126E-01  8.13231063E-01  1.18178189E-01  7.41692199E-05  7.69248747E-02 -3.19034610E-03  8.19015527E-03
  9.35895155E-01  8.09668770E-01  1.19018929E-01  7.53944504E-05  7.69638617E-02 -3.14910374E-03  8.21839772E-03
  9.37495940E-01  8.06052578E-01  1.19881666E-01  7.68104645E-05  7.69924947E-02 -3.10613605E-03  8.24557584E-03
  9.39067040E-01  8.02378166E-01  1.20766394E-01  7.83823998E-05  7.70105394E-02 -3.06144298E-03  8.27162260E-03
  9.40609008E-01  7.98640999E-01  1.21673026E-01  8.00800239E-05  7.70177466E-02 -3.01503002E-03  8.29647072E-03
  9.42122382E-01  7.94836318E-01  1.22601376E-01  8.18832829E-05  7.70138563E-02 -2.96690862E-03  8.32005296E-03
  9.43607694E-01  7.90959123E-01  1.23551143E-01  8.37822307E-05  7.69986092E-02 -2.91709645E-03  8.34230272E-03
  9.45065463E-01  7.87004156E-01  1.24521911E-01  8.57731731E-05  7.69717530E-02 -2.86561772E-03  8.36315454E-03
  9.46496200E-01  7.82965885E-01  1.25513143E-01  8.78545208E-05  7.69330342E-02 -2.81250332E-03  8.38254424E-03
  9.47900406E-01  7.78838495E-01  1.26524175E-01  9.00247071E-05  7.68821787E-02 -2.75779091E-03  8.40040925E-03
  9.49278574E-01  7.74615873E-01  1.27554211E-01  9.22823098E-05  7.68188719E-02 -2.70152488E-03  8.41668892E-03
  9.50631187E-01  7.70291600E-01  1.28602312E-01  9.46263642E-05  7.67427477E-02 -2.64375643E-03  8.43132491E-03
  9.51958717E-01  7.65858936E-01  1.29667379E-01  9.70547892E-05  7.66533872E-02 -2.58454351E-03  8.44426171E-03
  9.53261631E-01  7.61310808E-01  1.30748131E-01  9.95614607E-05  7.65503198E-02 -2.52395081E-03  8.45544720E-03
  9.54540385E-01  7.56639792E-01  1.31843083E-01  1.02134294E-04  7.64330246E-02 -2.46204965E-03  8.46483313E-03
  9.55795426E-01  7.51838106E-01  1.32950519E-01  1.04755148E-04  7.63009303E-02 -2.39891780E-03  8.47237548E-03
  9.57027195E-01  7.46897592E-01  1.34068474E-01  1.07400215E-04  7.61534124E-02 -2.33463924E-03  8.47803469E-03
  9.58236123E-01  7.41809706E-01  1.35194702E-01  1.10039926E-04  7.59897900E-02 -2.26930382E-03  8.48177582E-03
  9.59422633E-01  7.36565502E-01  1.36326669E-01  1.12638962E-04  7.58093247E-02 -2.20300692E-03  8.48356865E-03
  9.60587141E-01  7.31155620E-01  1.37461531E-01  1.15157497E-04  7.56112205E-02 -2.13584905E-03  8.48338786E-03
  9.61730056E-01  7.25570279E-01  1.38596129E-01  1.17553921E-04  7.53946238E-02 -2.06793540E-03  8.48121319E-03
  9.62851778E-01  7.19799271E-01  1.39726970E-01  1.19788120E-04  7.51586261E-02 -1.99937543E-03  8.47702962E-03
  9.63952699E-01  7.13831966E-01  1.40850208E-01  1.21824045E-04  7.49022670E-02 -1.93028246E-03  8.47082765E-03
  9.65033205E-01  7.07657307E-01  1.41961630E-01  1.23630982E-04  7.46245405E-02 -1.86077340E-03  8.46260372E-03
  9.66093675E-01  7.01263816E-01  1.43056624E-01  1.25183715E-04  7.43244026E-02 -1.79096850E-03  8.45236061E-03
  9.67134481E-01  6.94639602E-01  1.44130152E-01  1.26462075E-04  7.40007796E-02 -1.72099098E-03  8.44010783E-03
  9.68155987E-01  6.87772362E-01  1.45176719E-01  1.27450301E-04  7.36525754E-02 -1.65096672E-03  8.42586192E-03
  9.69158551E-01  6.80649396E-01  1.46190348E-01  1.28136553E-04  7.32786768E-02 -1.58102390E-03  8.40964693E-03
  9.70142524E-01  6.73257630E-01  1.47164548E-01  1.28512780E-04  7.28779575E-02 -1.51129256E-03  8.39149502E-03
